,STT_NAAM,MAX_SNELHEID,WKT_LAT_LNG
5739,Prins Hendrikkade,50,"52.379252 4.895339,52.378633 4.896449,52.378552 4.896551,52.378286 4.896928,52.378132 4.897042"
5741,Amstelveenseweg,50,"52.331842 4.857445,52.331708 4.857453,52.331033 4.857458,52.330283 4.857431"
5743,Amstelveenseweg,50,"52.350854 4.856753,52.351498 4.856496"
5745,Amstelveenseweg,50,"52.352558 4.856183,52.352315 4.856274"
5746,Prins Hendrikkade,50,"52.373049 4.907283,52.372926 4.907408"
5753,Amstelveenseweg,50,"52.347136 4.857832,52.346858 4.85785,52.345479 4.857921,52.345258 4.857963"
5764,Amstelveenseweg,50,"52.354835 4.855361,52.354661 4.855425,52.354578 4.855476,52.354543 4.855526"
5768,Prins Hendrikkade,50,"52.375007 4.903937,52.374481 4.904925"
5776,Amstelveenseweg,50,"52.354185 4.855608,52.353948 4.855682,52.35366 4.855791"
5779,Prins Hendrikkade,50,"52.374929 4.903837,52.374402 4.904813"
5789,Amstelveenseweg,50,"52.347124 4.857463,52.346326 4.85749"
5790,Amstelveenseweg,50,"52.356359 4.854706,52.35598 4.854903,52.355562 4.855085,52.3554 4.855139,52.355038 4.855269,52.354835 4.855361"
5791,Prins Hendrikkade,30,"52.372969 4.907479,52.373049 4.907283"
5792,Prins Hendrikkade,50,"52.379355 4.895436,52.379107 4.8959,52.378813 4.896417,52.378347 4.897263"
5796,Amstelveenseweg,50,"52.351498 4.856496,52.351678 4.856424,52.351903 4.856425"
5801,Amstelveenseweg,50,"52.34868 4.857344,52.347629 4.857445"
5804,Amstelveenseweg,50,"52.352665 4.856152,52.352558 4.856183"
5805,Prins Hendrikkade,50,"52.377092 4.89842,52.3769 4.898718,52.376812 4.898876,52.376763 4.899086"
5807,Amstelveenseweg,50,"52.339094 4.857689,52.338946 4.857741,52.337195 4.857687"
5810,Amstelveenseweg,50,"52.337032 4.857424,52.337175 4.857423"
5811,Amstelveenseweg,50,"52.35105 4.856923,52.350904 4.856983"
5812,Prins Hendrikkade,50,"52.371117 4.91239,52.370935 4.912972"
5814,Amstelveenseweg,50,"52.334256 4.857394,52.334379 4.857494,52.335103 4.85767"
5816,Prins Hendrikkade,50,"52.374111 4.905475,52.374217 4.905357,52.374481 4.904925"
5817,Prins Hendrikkade,50,"52.376233 4.902819,52.376027 4.903057,52.375893 4.90322,52.37583 4.903264,52.375758 4.903294,52.375705 4.903304"
5818,Prins Hendrikkade,50,"52.374287 4.90504,52.374171 4.905269,52.374111 4.905475"
5830,Amstelveenseweg,50,"52.357731 4.855445,52.357605 4.855462,52.357458 4.855299,52.35719 4.854959,52.357072 4.854822,52.356904 4.854726,52.356805 4.854704,52.356631 4.854707,52.356438 4.854811"
5846,Prins Hendrikkade,30,"52.376774 4.899597,52.376419 4.899924"
5847,Amstelveenseweg,50,"52.350854 4.856753,52.349946 4.857124"
5855,Prins Hendrikkade,50,"52.376774 4.899597,52.376735 4.899761,52.376837 4.901183"
5857,Prins Hendrikkade,50,"52.372409 4.909024,52.372012 4.910178"
5867,Amstelveenseweg,50,"52.334256 4.857394,52.334163 4.857315,52.333685 4.857325,52.333586 4.857389"
5871,Prins Hendrikkade,50,"52.372515 4.908111,52.372446 4.908323,52.372394 4.90856,52.372339 4.908891,52.372188 4.909354,52.37177 4.910533,52.371726 4.910636"
5874,Prins Hendrikkade,50,"52.371001 4.913126,52.370843 4.913591,52.370798 4.913766,52.370784 4.913908,52.370803 4.914054,52.370859 4.914228,52.371213 4.915047"
5881,Prins Hendrikkade,50,"52.37144 4.911021,52.371126 4.911998,52.371117 4.91239"
5883,Amstelveenseweg,50,"52.354543 4.855526,52.354185 4.855608"
5884,Prins Hendrikkade,50,"52.375705 4.903304,52.37553 4.903298,52.375418 4.903308,52.375324 4.903337,52.375247 4.903388,52.375168 4.903443,52.375007 4.903699,52.374929 4.903837"
5889,Prins Hendrikkade,50,"52.379686 4.894675,52.379624 4.894719,52.379552 4.894794,52.379252 4.895339"
5893,Amstelveenseweg,50,"52.35366 4.855791,52.353186 4.85597"
5898,Prins Hendrikkade,50,"52.373735 4.90613,52.373459 4.906629,52.373281 4.906935,52.373049 4.907283"
5899,Amstelveenseweg,50,"52.350568 4.857154,52.350002 4.85749"
5900,Prins Hendrikkade,50,"52.376269 4.902936,52.375831 4.903426,52.375786 4.903456,52.37566 4.903486"
5902,Prins Hendrikkade,50,"52.37566 4.903486,52.37554 4.903469,52.375424 4.903464,52.375319 4.903509,52.375232 4.903592,52.375138 4.903723,52.375064 4.903857,52.375007 4.903937"
5906,Amstelveenseweg,50,"52.346326 4.85749,52.345436 4.857544"
5909,Prins Hendrikkade,50,"52.372926 4.907408,52.372783 4.907615,52.372569 4.907984,52.372515 4.908111"
5916,Amstelveenseweg,50,"52.349364 4.857615,52.348789 4.857681,52.348511 4.857816,52.347658 4.857811"
5920,Amstelveenseweg,50,"52.339365 4.857391,52.340386 4.857448,52.341123 4.857552"
5928,Amstelveenseweg,50,"52.334256 4.857394,52.334387 4.857303,52.335128 4.857421"
5939,Prins Hendrikkade,50,"52.372012 4.910178,52.372012 4.910384,52.37205 4.910706,52.372095 4.910853,52.37214 4.91094,52.372348 4.911261"
5944,Amstelveenseweg,50,"52.339365 4.857391,52.339286 4.857354,52.339031 4.857395,52.338928 4.857436"
5948,Prins Hendrikkade,50,"52.374402 4.904813,52.374287 4.90504"
5962,Amstelveenseweg,50,"52.335253 4.857686,52.335613 4.857722,52.337043 4.857688"
5964,Prins Hendrikkade,50,"52.372969 4.907479,52.372846 4.907658,52.372659 4.907968,52.372593 4.908125,52.372537 4.908299"
5967,Amstelveenseweg,50,"52.337175 4.857423,52.338928 4.857436"
5977,Amstelveenseweg,50,"52.347658 4.857811,52.347136 4.857832"
5978,Prins Hendrikkade,50,"52.379759 4.894835,52.379651 4.89491,52.379535 4.895102,52.379355 4.895436"
5980,Prins Hendrikkade,50,"52.372537 4.908299,52.37247 4.908617,52.372438 4.908867,52.372409 4.909024"
5981,Amstelveenseweg,50,"52.356359 4.854706,52.356569 4.854593,52.356723 4.854549,52.356894 4.85455,52.357043 4.854604,52.357166 4.85468,52.357311 4.854803,52.357612 4.855078,52.35773 4.855167"
5985,Prins Hendrikkade,30,"52.378939 4.89463,52.379252 4.895339"
5986,Amstelveenseweg,50,"52.321655 4.857436,52.321996 4.857471,52.322805 4.857462,52.323578 4.857482"
5987,Prins Hendrikkade,30,"52.371603 4.910547,52.37144 4.911021"
5988,Amstelveenseweg,50,"52.335128 4.857421,52.335248 4.857444"
5990,Amstelveenseweg,50,"52.353186 4.85597,52.352665 4.856152"
5991,Prins Hendrikkade,50,"52.371212 4.912449,52.371001 4.913126"
5994,Amstelveenseweg,50,"52.327892 4.85746,52.330283 4.857431"
5996,Amstelveenseweg,50,"52.34109 4.857862,52.340527 4.857745,52.340068 4.857705,52.339094 4.857689"
6001,Amstelveenseweg,50,"52.347629 4.857445,52.347124 4.857463"
6003,Prins Hendrikkade,30,"52.379252 4.895339,52.379355 4.895436"
6009,Prins Hendrikkade,50,"52.370935 4.912972,52.370892 4.913262,52.370776 4.91361,52.37075 4.913726,52.370737 4.913841,52.370738 4.913948,52.370751 4.914087,52.370783 4.91422,52.370942 4.914624,52.371051 4.914872,52.371105 4.915048,52.371142 4.915121"
6023,Prins Hendrikkade,50,"52.378132 4.897042,52.378106 4.897086,52.378052 4.897131,52.378006 4.897161"
6036,Prins Hendrikkade,50,"52.378006 4.897161,52.377781 4.897377,52.377548 4.897744,52.377182 4.898268"
6038,Amstelveenseweg,50,"52.352315 4.856274,52.351903 4.856425"
6043,Prins Hendrikkade,50,"52.376609 4.902375,52.376233 4.902819"
6044,Amstelveenseweg,50,"52.342576 4.857521,52.341923 4.857734,52.341613 4.85786,52.341358 4.857895,52.34109 4.857862"
6050,Amstelveenseweg,50,"52.337043 4.857688,52.337195 4.857687"
6054,Amstelveenseweg,30,"52.356438 4.854811,52.356359 4.854706"
6057,Amstelveenseweg,50,"52.333586 4.857389,52.331842 4.857445"
6058,Amstelveenseweg,50,"52.345258 4.857963,52.345099 4.858002"
6063,Prins Hendrikkade,50,"52.371521 4.911152,52.371477 4.911256,52.371193 4.91214,52.371117 4.91239"
6066,Prins Hendrikkade,50,"52.371576 4.911387,52.371212 4.912449"
6073,Prins Hendrikkade,50,"52.376895 4.90199,52.376859 4.902064,52.376609 4.902375"
6074,Prins Hendrikkade,50,"52.376837 4.901183,52.376894 4.901828,52.376895 4.90199"
6075,Amstelveenseweg,50,"52.345213 4.857571,52.345062 4.857591"
6077,Prins Hendrikkade,50,"52.376763 4.899086,52.376833 4.900037,52.37687 4.900492,52.376936 4.901182,52.376993 4.901901,52.376985 4.902047"
6080,Amstelveenseweg,50,"52.333586 4.857389,52.333691 4.857464,52.334162 4.857459,52.334256 4.857394"
6081,Prins Hendrikkade,50,"52.372012 4.910178,52.371861 4.910679,52.371825 4.910738"
6083,Amstelveenseweg,50,"52.327712 4.857462,52.327892 4.85746"
6086,Amstelveenseweg,50,"52.35773 4.855167,52.35782 4.855239"
6090,Prins Hendrikkade,50,"52.377182 4.898268,52.377092 4.89842"
6100,Prins Hendrikkade,50,"52.376763 4.899086,52.376764 4.899195,52.376774 4.899597"
6105,Amstelveenseweg,50,"52.335248 4.857444,52.337032 4.857424"
6106,Amstelveenseweg,50,"52.345436 4.857544,52.345213 4.857571"
6108,Amstelveenseweg,50,"52.335103 4.85767,52.335253 4.857686"
6110,Amstelveenseweg,50,"52.351557 4.856714,52.351307 4.856827,52.35105 4.856923"
6118,Prins Hendrikkade,50,"52.371726 4.910636,52.371521 4.911152"
6121,Amstelveenseweg,50,"52.351903 4.856425,52.351739 4.856622,52.351557 4.856714"
6122,Amstelveenseweg,50,"52.350904 4.856983,52.350568 4.857154"
6124,Prins Hendrikkade,50,"52.374111 4.905475,52.373735 4.90613"
6127,Amstelveenseweg,50,"52.34868 4.857344,52.348824 4.857387,52.349076 4.857369,52.349372 4.857336"
6130,Prins Hendrikkade,50,"52.376985 4.902047,52.376958 4.902121,52.376913 4.90218,52.376708 4.902418,52.376269 4.902936"
6872,Wibautstraat,50,"52.350696 4.9155,52.350518 4.91581,52.350152 4.916401,52.349964 4.916682,52.349789 4.916926"
6873,Transformatorweg,50,"52.391714 4.847767,52.391764 4.850704,52.391793 4.853026"
6882,Transformatorweg,50,"52.392368 4.861171,52.392573 4.863575,52.392626 4.864143,52.393041 4.866125,52.39308 4.86638,52.393116 4.866705,52.393138 4.867028,52.393143 4.867287,52.393125 4.867798"
6893,Wibautstraat,50,"52.354076 4.912126,52.35358 4.912448"
6896,Transformatorweg,50,"52.393103 4.865948,52.393104 4.866027,52.393188 4.866613,52.393221 4.867041,52.393221 4.867229"
6898,Wibautstraat,50,"52.35358 4.912448,52.352605 4.913027"
6901,Wibautstraat,50,"52.35865 4.909626,52.358088 4.909974"
6908,Transformatorweg,50,"52.39261 4.86111,52.392651 4.861535,52.392659 4.861814,52.392656 4.862329,52.392645 4.863194,52.392656 4.863446,52.392694 4.863891,52.392733 4.86419,52.393103 4.865948"
6911,Wibautstraat,50,"52.351568 4.913747,52.351489 4.913875,52.351207 4.914392,52.350624 4.915398"
6915,Wibautstraat,50,"52.35544 4.911328,52.354843 4.911683"
6917,Wibautstraat,50,"52.350624 4.915398,52.35032 4.9159,52.349927 4.916521,52.349744 4.916781"
6925,Transformatorweg,50,"52.391608 4.844952,52.39164 4.845329,52.39171 4.8469,52.391712 4.847208"
6926,Wibautstraat,50,"52.349463 4.917186,52.349293 4.917423,52.348971 4.917822"
6933,Wibautstraat,50,"52.353623 4.912652,52.351795 4.913755"
6940,Wibautstraat,50,"52.356352 4.910742,52.356157 4.910887,52.355852 4.911082,52.35544 4.911328"
6941,Transformatorweg,50,"52.392081 4.852999,52.392091 4.853638,52.392134 4.855166"
6945,Wibautstraat,50,"52.352605 4.913027,52.351908 4.91345"
6947,Wibautstraat,50,"52.354843 4.911683,52.354491 4.911896,52.354076 4.912126"
6966,Wibautstraat,50,"52.349744 4.916781,52.349463 4.917186"
6973,Wibautstraat,50,"52.360042 4.90853,52.358592 4.909428"
6974,Wibautstraat,50,"52.348948 4.918038,52.348596 4.918501"
6977,Transformatorweg,50,"52.393125 4.867798,52.393065 4.868575"
6978,Wibautstraat,50,"52.351795 4.913755,52.351696 4.913819,52.351607 4.913903,52.351574 4.913946,52.351355 4.914363,52.350696 4.9155"
6983,Wibautstraat,50,"52.357498 4.910205,52.357427 4.910395,52.357092 4.910585,52.356958 4.910652"
6985,Transformatorweg,50,"52.39198 4.84505,52.391966 4.845691,52.391962 4.846823,52.391992 4.847176"
6989,Wibautstraat,50,"52.356958 4.910652,52.356403 4.910977"
6992,Van Diemenstraat,50,"52.390685 4.884931,52.390634 4.885091,52.390567 4.88527"
6995,Transformatorweg,50,"52.392042 4.850658,52.392081 4.852999"
6999,Transformatorweg,50,"52.392084 4.857656,52.392349 4.86101,52.392368 4.861171"
7003,Transformatorweg,50,"52.391712 4.847208,52.391714 4.847767"
7005,Wibautstraat,50,"52.360079 4.908691,52.35865 4.909626"
7017,Transformatorweg,50,"52.392134 4.855166,52.392145 4.855474"
7018,Wibautstraat,50,"52.356403 4.910977,52.355641 4.91144"
7020,Transformatorweg,50,"52.392145 4.855474,52.392277 4.856927,52.39261 4.860963,52.39261 4.86111"
7021,Transformatorweg,50,"52.391992 4.847176,52.391992 4.847514,52.392042 4.850658"
7022,Transformatorweg,50,"52.391898 4.855465,52.392084 4.857656"
7023,Wibautstraat,50,"52.358592 4.909428,52.357572 4.910048,52.357498 4.910205"
7024,Wibautstraat,50,"52.357498 4.910205,52.357376 4.910159,52.356882 4.910448"
7029,Wibautstraat,50,"52.356882 4.910448,52.356352 4.910742"
7034,Transformatorweg,50,"52.391864 4.855169,52.391898 4.855465"
7041,Wibautstraat,50,"52.355641 4.91144,52.354916 4.911884,52.353623 4.912652"
7044,Transformatorweg,50,"52.391793 4.853026,52.391804 4.853642,52.391838 4.854933,52.391864 4.855169"
7050,Wibautstraat,50,"52.348971 4.917822,52.348559 4.918311"
7056,Wibautstraat,50,"52.349789 4.916926,52.349607 4.917184,52.348948 4.918038"
7061,Wibautstraat,50,"52.351908 4.91345,52.351734 4.913566,52.351633 4.91367,52.351568 4.913747"
7066,Van Diemenstraat,50,"52.390314 4.884935,52.390567 4.88527"
7068,Wibautstraat,50,"52.358088 4.909974,52.357616 4.910259,52.357498 4.910205"
7074,Jan van Galenstraat,50,"52.373153 4.834754,52.373008 4.835735"
7081,Jan van Galenstraat,50,"52.374405 4.855907,52.374509 4.856904,52.374575 4.857608"
7082,Prins Bernhardplein,50,"52.348375 4.919384,52.348303 4.919429,52.348231 4.919459"
7085,Jan van Galenstraat,50,"52.374138 4.854471,52.374175 4.854603,52.374266 4.854895,52.374312 4.855144,52.37433 4.855217"
7089,Jan van Galenstraat,30,"52.373538 4.85301,52.373503 4.853216"
7092,Jan van Galenstraat,50,"52.372737 4.84874,52.372769 4.849"
7093,Jan van Galenstraat,50,"52.372546 4.838508,52.372346 4.839793,52.372084 4.841427,52.372057 4.841559"
7097,Jan van Galenstraat,50,"52.372008 4.842661,52.372063 4.843094,52.372112 4.843644,52.372132 4.844099,52.372134 4.844495,52.372145 4.845068,52.372165 4.845449,52.37224 4.846241,52.372287 4.846593,52.372338 4.846796"
7100,Jan van Galenstraat,50,"52.372926 4.849923,52.37341 4.85238"
7109,Jan van Galenstraat,50,"52.374659 4.858444,52.374675 4.858654"
7112,Jan van Galenstraat,50,"52.375173 4.862741,52.375342 4.863936"
7114,Jan van Galenstraat,50,"52.372508 4.847487,52.372584 4.847874"
7117,Prins Bernhardplein,50,"52.347861 4.919008,52.347961 4.919183,52.348096 4.919387,52.348231 4.919459"
7123,Prins Bernhardplein,50,"52.347787 4.918319,52.347778 4.918392,52.347779 4.918598,52.347797 4.9187"
7124,Jan van Galenstraat,50,"52.375741 4.867469,52.375754 4.867731,52.375745 4.868006,52.375714 4.868349,52.375667 4.868713,52.375599 4.869059,52.375533 4.869315,52.375517 4.869462"
7130,Jan van Galenstraat,50,"52.372584 4.847874,52.372737 4.84874"
7135,Jan van Galenstraat,50,"52.372444 4.841569,52.372461 4.841876,52.37243 4.842494,52.372386 4.8427"
7146,Jan van Galenstraat,50,"52.372476 4.846737,52.372495 4.846869,52.372508 4.847487"
7149,Jan van Galenstraat,50,"52.374952 4.86173,52.374848 4.860527,52.374866 4.860483,52.374902 4.860409"
7153,Jan van Galenstraat,50,"52.374902 4.860409,52.375023 4.861421,52.375042 4.8617"
7157,Jan van Galenstraat,50,"52.37433 4.855217,52.374405 4.855907"
7168,Jan van Galenstraat,50,"52.373503 4.853216,52.373603 4.853493,52.373976 4.854414,52.374048 4.854487,52.374138 4.854471"
7172,Jan van Galenstraat,50,"52.373008 4.835735,52.372722 4.837467"
7176,Jan van Galenstraat,50,"52.372722 4.837467,52.372546 4.838508"
7179,Jan van Galenstraat,50,"52.375479 4.864925,52.375471 4.865084,52.375613 4.866087,52.375628 4.86623,52.375707 4.86684,52.375725 4.867109,52.375741 4.867469"
7187,Jan van Galenstraat,50,"52.373034 4.836629,52.372709 4.838603"
7189,Jan van Galenstraat,50,"52.374575 4.857608,52.374659 4.858444"
7196,Jan van Galenstraat,50,"52.375342 4.863936,52.375377 4.864236,52.375479 4.864925"
7197,Jan van Galenstraat,50,"52.375479 4.864925,52.375521 4.86503,52.375609 4.865655,52.375795 4.867024,52.375821 4.867485"
7206,Jan van Galenstraat,50,"52.375517 4.869462,52.375508 4.869521,52.375344 4.870055"
7214,Prins Bernhardplein,50,"52.348596 4.918501,52.348579 4.918604,52.348375 4.919384"
7220,Jan van Galenstraat,50,"52.375042 4.8617,52.37507 4.862008,52.375157 4.862628"
7223,Jan van Galenstraat,50,"52.375821 4.867485,52.375837 4.86792,52.375777 4.868474,52.375664 4.869069,52.375582 4.869352,52.375517 4.869462"
7226,Jan van Galenstraat,50,"52.374772 4.859603,52.374902 4.860409"
7228,Prins Bernhardplein,50,"52.348252 4.917742,52.348189 4.917728,52.348117 4.917728,52.347964 4.917759,52.347937 4.91776,52.347848 4.917834"
7229,Prins Bernhardplein,50,"52.347848 4.917834,52.347839 4.917863,52.347786 4.918172,52.347787 4.918319"
7235,Jan van Galenstraat,50,"52.372709 4.838603,52.372587 4.839344,52.372415 4.840309,52.372381 4.840703"
7236,Jan van Galenstraat,50,"52.372769 4.849,52.372926 4.849923"
7249,Prins Bernhardplein,50,"52.347797 4.9187,52.347806 4.918788,52.347861 4.919008"
7253,Prins Bernhardplein,50,"52.348559 4.918311,52.348318 4.918563,52.348273 4.918637,52.348238 4.918755,52.34822 4.918887,52.348213 4.919268,52.348231 4.919459"
7256,Prins Bernhardplein,50,"52.348559 4.918311,52.348578 4.918384,52.348596 4.918501"
7259,Jan van Galenstraat,50,"52.372381 4.840703,52.372444 4.841569"
7266,Jan van Galenstraat,50,"52.372057 4.841559,52.372022 4.841824,52.371996 4.84246,52.372008 4.842661"
7268,Jan van Galenstraat,50,"52.375157 4.862628,52.375173 4.862741"
7269,Jan van Galenstraat,50,"52.37341 4.85238,52.373493 4.852819,52.373538 4.85301"
7278,Jan van Galenstraat,50,"52.372338 4.846796,52.372415 4.847164,52.372508 4.847487"
7295,Prins Bernhardplein,50,"52.348252 4.917742,52.348306 4.917859,52.348559 4.918311"
7297,Jan van Galenstraat,50,"52.37332 4.834803,52.373034 4.836629"
7302,Jan van Galenstraat,50,"52.372386 4.8427,52.372312 4.843026,52.372274 4.843435,52.37226 4.844599,52.372281 4.845211,52.372323 4.845823,52.372476 4.846737"
7306,Jan van Galenstraat,50,"52.374675 4.858654,52.374772 4.859603"
7326,Jan van Galenstraat,50,"52.373538 4.85301,52.373665 4.853287,52.373884 4.853828,52.374138 4.854471"
7330,Basisweg,70,"52.391716 4.818944,52.391725 4.828944,52.391737 4.831638,52.391735 4.833007,52.391744 4.833352,52.391765 4.833701,52.391847 4.834523"
7332,Basisweg,70,"52.395002 4.808453,52.39457 4.80899,52.394178 4.809517,52.393785 4.810058,52.393552 4.810443,52.393249 4.810962,52.392899 4.811591,52.392557 4.812341"
7335,Basisweg,50,"52.392781 4.81259,52.392613 4.812975,52.392365 4.813628,52.392102 4.814582,52.391921 4.815107,52.391824 4.815608,52.391738 4.816123,52.391722 4.816711,52.391729 4.81818,52.391721 4.818474"
7364,Basisweg,50,"52.392005 4.844575,52.39198 4.84505"
7368,Basisweg,50,"52.391611 4.84385,52.391608 4.844952"
7374,Basisweg,70,"52.39132 4.818961,52.391348 4.819316,52.391384 4.819525,52.39152 4.820224,52.391561 4.820457,52.391583 4.820638,52.391603 4.820877,52.391608 4.821017,52.391612 4.821351,52.391619 4.829014,52.391616 4.834206,52.391611 4.835028,52.391596 4.835693"
7378,Basisweg,50,"52.391637 4.840966,52.391639 4.843363"
7398,Basisweg,50,"52.391596 4.835693,52.391589 4.836045,52.39159 4.836324"
7410,Basisweg,50,"52.391982 4.843371,52.392005 4.844575"
7422,Basisweg,70,"52.395198 4.80874,52.39474 4.809297,52.394251 4.809944,52.393784 4.81068,52.393422 4.811283,52.393102 4.81189,52.392781 4.81259"
7437,Basisweg,50,"52.395241 4.808181,52.395168 4.808263"
7447,Basisweg,50,"52.391639 4.843363,52.391611 4.84385"
7455,Basisweg,50,"52.391721 4.818474,52.391716 4.818944"
7456,Basisweg,50,"52.395484 4.80791,52.395386 4.807984,52.395299 4.808022,52.395244 4.808006,52.395154 4.807935"
7460,Basisweg,70,"52.391326 4.818464,52.39132 4.818961"
7472,Basisweg,70,"52.391847 4.834523,52.391972 4.835694"
7473,Basisweg,50,"52.391863 4.840963,52.391904 4.84202,52.391982 4.843371"
7477,Basisweg,50,"52.391972 4.835694,52.392012 4.836304"
7492,Basisweg,50,"52.391625 4.839161,52.391646 4.84077"
7495,Basisweg,50,"52.395429 4.80849,52.395198 4.80874"
7496,Basisweg,50,"52.39159 4.836324,52.391613 4.837352,52.391625 4.839161"
7513,Basisweg,50,"52.392012 4.836304,52.391919 4.837598,52.391867 4.838699,52.391842 4.838955,52.391846 4.839707,52.391867 4.840746"
7518,Basisweg,70,"52.392557 4.812341,52.39231 4.813029,52.391819 4.814598,52.391726 4.815034,52.391634 4.815794,52.391565 4.816485,52.391343 4.818214,52.391326 4.818464"
7527,Basisweg,50,"52.395484 4.80791,52.395241 4.808181"
7538,Basisweg,50,"52.395168 4.808263,52.395002 4.808453"
7554,Basisweg,50,"52.391867 4.840746,52.391863 4.840963"
7574,Basisweg,50,"52.391646 4.84077,52.391637 4.840966"
7610,Gooiseweg,0,"52.31037 4.96913,52.308482 4.970845,52.308357 4.970964"
7614,Vijzelgracht,50,"52.36016 4.891148,52.360527 4.891241"
7617,Gooiseweg,70,"52.312279 4.966972,52.312932 4.966416,52.31307 4.966339,52.313569 4.966136,52.313806 4.966009"
7619,Gooiseweg,100,"52.316931 4.963316,52.313851 4.966126"
7626,Gooiseweg,70,"52.313806 4.966009,52.312836 4.966889,52.312191 4.967467,52.312102 4.967541,52.31037 4.96913"
7628,Gooiseweg,0,"52.308357 4.970964,52.308285 4.971038,52.308043 4.97126,52.307613 4.971645"
7633,Gooiseweg,50,"52.311698 4.96645,52.311747 4.966738,52.3118 4.966943,52.311859 4.967123,52.311875 4.967228,52.311864 4.9673,52.311818 4.967371,52.311587 4.967611"
7651,Gooiseweg,70,"52.317509 4.962621,52.313806 4.966009"
7652,Gooiseweg,0,"52.34846 4.920352,52.348728 4.922345,52.348756 4.92258,52.348766 4.922814,52.348767 4.923093,52.34875 4.923387,52.348733 4.923592,52.348716 4.923725,52.348689 4.923872,52.348636 4.924122,52.348583 4.924343,52.348521 4.924534,52.348432 4.924755,52.348298 4.925035,52.3482 4.925198,52.346609 4.927548,52.343124 4.93269,52.340648 4.936325,52.338468 4.939605"
7660,Gooiseweg,50,"52.31833 4.961153,52.318297 4.961238,52.318293 4.961354,52.318324 4.961439"
7665,Gooiseweg,50,"52.312279 4.966972,52.31227 4.967008,52.312064 4.96721"
7669,Gooiseweg,50,"52.31194 4.966858,52.311999 4.966972,52.312054 4.967065,52.312107 4.967077,52.312165 4.967069,52.312279 4.966972"
7670,Gooiseweg,70,"52.320478 4.960114,52.316931 4.963316"
7673,Gooiseweg,80,"52.311955 4.968336,52.311526 4.968736,52.31141 4.968831,52.311229 4.968941,52.311085 4.968998,52.310884 4.969049,52.310732 4.969132,52.310545 4.969247,52.310404 4.969288"
7674,Gooiseweg,50,"52.31232 4.967935,52.312536 4.967759,52.312571 4.967767"
7681,Gooiseweg,0,"52.320135 4.960219,52.319385 4.960902"
7683,Gooiseweg,70,"52.313851 4.966126,52.312846 4.96708,52.312246 4.967628,52.312156 4.967717,52.310404 4.969288"
7689,Vijzelgracht,50,"52.361522 4.891596,52.36201 4.891779"
7691,Gooiseweg,50,"52.348375 4.919384,52.348395 4.919795,52.34846 4.920352"
7694,Gooiseweg,50,"52.348231 4.919459,52.348314 4.919957,52.348407 4.92069"
7701,Gooiseweg,50,"52.312234 4.968037,52.311992 4.968268,52.311955 4.968336"
7702,Vijzelgracht,50,"52.360163 4.890982,52.360293 4.891029,52.360619 4.891169,52.361482 4.891468,52.362029 4.891651"
7705,Vijzelgracht,50,"52.360527 4.891241,52.360882 4.891363"
7710,Gooiseweg,100,"52.338234 4.939593,52.338064 4.939888,52.337217 4.94151,52.337145 4.941658,52.337003 4.941923,52.336407 4.943063"
7717,Gooiseweg,0,"52.348407 4.92069,52.348629 4.922375,52.348667 4.92283,52.348668 4.923094,52.348651 4.923373,52.348625 4.923623,52.34859 4.923829,52.348537 4.924064,52.348484 4.92427,52.348431 4.924447,52.348351 4.924653,52.348217 4.924919,52.348128 4.925081,52.346546 4.927416,52.344794 4.929988,52.343043 4.932544,52.340603 4.936135,52.338341 4.939401"
7727,Gooiseweg,0,"52.319385 4.960902,52.317509 4.962621"
7728,Gooiseweg,70,"52.32403 4.956687,52.32373 4.956973,52.321821 4.958679,52.321042 4.95939,52.320639 4.959746,52.320135 4.960219"
7738,Gooiseweg,50,"52.318628 4.9623,52.318659 4.962346,52.318701 4.962378,52.31875 4.96237"
7740,Gooiseweg,0,"52.310404 4.969288,52.308635 4.970873,52.308393 4.971096"
7750,Gooiseweg,80,"52.311978 4.96728,52.311634 4.967599,52.311587 4.967611"
7753,Vijzelgracht,50,"52.360882 4.891363,52.361522 4.891596"
7755,Gooiseweg,0,"52.308393 4.971096,52.307659 4.971762"
7758,Gooiseweg,70,"52.338361 4.939782,52.338155 4.940136,52.337397 4.94164,52.337227 4.94195,52.336977 4.942393,52.336495 4.943274"
7760,Gooiseweg,0,"52.338341 4.939401,52.338279 4.939504,52.338234 4.939593"
7784,Gooiseweg,70,"52.324075 4.956821,52.323856 4.957031,52.323775 4.95709,52.323103 4.957713,52.322646 4.958113,52.321338 4.959299,52.321096 4.959522,52.320478 4.960114"
7788,Gooiseweg,80,"52.311587 4.967611,52.311338 4.967852,52.31118 4.967994,52.310888 4.968398,52.310687 4.968732,52.310411 4.969043,52.31037 4.96913"
7793,Gooiseweg,70,"52.313851 4.966126,52.313693 4.966343,52.313515 4.966535,52.313395 4.966699,52.313176 4.967091,52.312993 4.967353,52.312571 4.967767"
7796,Gooiseweg,0,"52.338468 4.939605,52.338361 4.939782"
7868,Haarlemmer Houttuinen,50,"52.383404 4.887525,52.383172 4.88788,52.383064 4.88806,52.382978 4.88824"
7870,Haarlemmer Houttuinen,50,"52.382978 4.88824,52.382896 4.888412,52.382397 4.889548,52.38188 4.890611,52.381649 4.891099,52.381373 4.891748"
