,pand_id,full_adress,wgs,gebruiksdoelVerblijfsobject,neighbors,linked_small,linked_big,ov_small,ov_big
3678,363100012240692.0,"Oranje-Vrijstaatkade 4-68
1093KS Amsterdam","[[52.356008324703105, 4.928915248381749], [52.35600028667628, 4.928714861821754], [52.355990250667894, 4.928671618759909], [52.35600011356543, 4.928665527869367], [52.35598973897935, 4.928620732355599], [52.35597985810938, 4.928626823440395], [52.35595357974378, 4.928513597937523], [52.35595273902905, 4.928510024982097], [52.35596242239863, 4.928503994631823], [52.35595192147335, 4.928459083068397], [52.3559422201882, 4.928465128291111], [52.35592803687032, 4.928404651192549], [52.35592793823693, 4.928404710927688], [52.35571878184531, 4.928536090623293], [52.35562533314013, 4.928653532408646], [52.35580850570335, 4.9290395864265335], [52.355812701845885, 4.929036974312209], [52.356008324703105, 4.928915248381749]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'overige gebruiksfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'winkelfunctie', 'winkelfunctie', 'winkelfunctie']",[363100012150930.0],[363100012150930.0],"[363100012105030.0, 363100012150930.0, 363100012236879.0]",[],[]
3679,363100012102589.0,"Metrostation Wibautstraat 1 1091GH
Metrostation Wibautstraat 1 1091SN
All in Amsterdam","[[52.35516445943267, 4.911286016705776], [52.35510130928073, 4.91132343446102], [52.35510134066831, 4.9113245350199035], [52.355107772101334, 4.91135489481115], [52.35505243995086, 4.9113875167736305], [52.355072283808965, 4.911467757405371], [52.35509670215182, 4.911451774864858], [52.35511551789239, 4.91152891475913], [52.355018112114614, 4.911583403478854], [52.3550201422768, 4.911592086118892], [52.35507141745731, 4.911818115416054], [52.35521916496764, 4.911730398494888], [52.35525878692791, 4.911905971099758], [52.35531406063932, 4.911872190642911], [52.35532109502678, 4.911902779059241], [52.35534013006796, 4.911886869003708], [52.35534320630477, 4.91189419007786], [52.35538001199836, 4.9118675650527], [52.35537964033455, 4.91186677638381], [52.355364533445254, 4.911800003351196], [52.35542946609515, 4.911761040369889], [52.35534612789883, 4.911399912729027], [52.35523543226248, 4.91146183977331], [52.35520758437857, 4.911335652446848], [52.35519202809978, 4.911344964041226], [52.35517936782839, 4.911352527177559], [52.35516445943267, 4.911286016705776]]","['overige gebruiksfunctie', 'winkelfunctie']",[],[363100012101108.0],"[363100012109375.0, 363100012101108.0]","[22.0, 47.0, 60.0]","[22.0, 47.0, 60.0]"
3680,363100012105249.0,"Schollenbrugpad 2-84
1091ST Amsterdam","[[52.35144300870244, 4.9134371171515445], [52.351389825337925, 4.913207396801081], [52.35082727713765, 4.913547222309943], [52.35084486037055, 4.913624398170721], [52.35085675913577, 4.913673571928234], [52.35086816339376, 4.913666537298388], [52.35088854975364, 4.913754705960717], [52.350892080099484, 4.913769976634664], [52.35144300870244, 4.9134371171515445]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']",[363100012111896.0],"[363100012236544.0, 363100012111896.0, 363100012134707.0]","[363100012236544.0, 363100012111896.0, 363100012137420.0, 363100012134707.0, 363100012081547.0]",[],"[23.0, 48.0, 61.0]"
3681,363100012158881.0,"Atlantisplein 1
1093NE Amsterdam","[[52.357767754289725, 4.929957318129092], [52.35736281655822, 4.9301910458984475], [52.35738536376339, 4.930295051726206], [52.35745022745426, 4.930257626761111], [52.357567631951106, 4.9307976181535915], [52.35748787234261, 4.930843562859285], [52.357535494272184, 4.931064071403268], [52.3579548180367, 4.93082205561379], [52.357767754289725, 4.929957318129092]]",['bijeenkomstfunctie'],[],"[363100012240255.0, 363100012239578.0, 363100012240375.0]","[363100012240255.0, 363100012233553.0, 363100012115361.0, 363100012240253.0, 363100012119138.0, 363100012101092.0, 363100012239578.0, 363100012240375.0]",[],[]
3682,363100012239578.0,"Atlantisplein 2-5 1093NE
Waldenlaan 18-214 1093NH
All in Amsterdam","[[52.357357746077064, 4.931185857925611], [52.357437595921205, 4.931139971761913], [52.35743628720372, 4.931133878597495], [52.35742647732433, 4.9310884440476235], [52.3574251960753, 4.931082482718119], [52.35741463575064, 4.9310335622186905], [52.35741337286951, 4.931027703459001], [52.357402848924224, 4.930978900046277], [52.35740153991561, 4.930972733497567], [52.35742173526507, 4.930961061299131], [52.357408050622546, 4.930896715599375], [52.35738785527938, 4.930908387823463], [52.35737541541051, 4.930849871765738], [52.357371693805035, 4.930852023861424], [52.35735244880622, 4.930863084471132], [52.35734888857686, 4.930865132149824], [52.357347616473675, 4.930859214781054], [52.35734296765653, 4.930837669291493], [52.3573417506079, 4.930832044944707], [52.35732521395785, 4.930755310025623], [52.3573239419058, 4.9307494073419145], [52.35731930216922, 4.930727891140447], [52.3573180027575, 4.930721885984478], [52.357301585079576, 4.9306457224163465], [52.35730033139304, 4.930639922305149], [52.35729567326553, 4.930618303560446], [52.35729438289223, 4.930612312997163], [52.35727795598656, 4.930536105566635], [52.357276702181416, 4.930530276104185], [52.35727136685076, 4.930505522979921], [52.35727156411962, 4.930505403515345], [52.357268682814286, 4.9304923979439], [52.357260845078486, 4.93049694111361], [52.357260918279856, 4.93049727798424], [52.35698296940157, 4.930657073871968], [52.35711730847134, 4.93127964825232], [52.35718368145079, 4.931241974580838], [52.35728431776557, 4.931183867430518], [52.35729279187694, 4.931223194307031], [52.357357746077064, 4.931185857925611]]","['woonfunctie', 'winkelfunctie', 'winkelfunctie', 'winkelfunctie', 'winkelfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'winkelfunctie', 'winkelfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'winkelfunctie']",[363100012233553.0],"[363100012233553.0, 363100012158881.0, 363100012240375.0]","[363100012240255.0, 363100012233553.0, 363100012115361.0, 363100012158881.0, 363100012240375.0]",[],[]
3683,363100012240375.0,"Waldenlaan 40-210
1093NH Amsterdam","[[52.35706242065299, 4.9304846121823935], [52.35706731034258, 4.930484708652268], [52.35707219889955, 4.930484511549006], [52.357077086323876, 4.930484020872511], [52.35708195458422, 4.930483222129013], [52.35708679480645, 4.930482144768232], [52.357091615921334, 4.930480774018918], [52.35709640001073, 4.930479124744635], [52.35710114696138, 4.930477167587964], [52.357105847955815, 4.930474946677312], [52.35711048490603, 4.930472432840251], [52.35711507584336, 4.930469640570385], [52.35711959380569, 4.930466570145125], [52.35712403884965, 4.930463236243076], [52.35712840198787, 4.930459638956673], [52.35713268322032, 4.930455778285865], [52.3571368826036, 4.930451668909272], [52.35714097317558, 4.930447311104351], [52.357144972910994, 4.93044270468606], [52.357148863835114, 4.930437849839368], [52.35715263707375, 4.930432776014119], [52.35724445858189, 4.9303799836365245], [52.3573076368704, 4.930343662535846], [52.357245361499295, 4.9300551067945655], [52.35724544738469, 4.930047091012951], [52.35724535352239, 4.930039077082997], [52.35724507092503, 4.930031065097389], [52.35724460869333, 4.930023084321073], [52.357243957839955, 4.930015134846734], [52.35724312740896, 4.930007231260588], [52.357242117457034, 4.92999938824145], [52.3572409279842, 4.929991605789408], [52.357239559047144, 4.929983898583262], [52.35723801974666, 4.929976295887923], [52.357236301038704, 4.929968783117361], [52.35723440297997, 4.9299613749503655], [52.35723234365861, 4.929954100559224], [52.35723012301796, 4.929946945265295], [52.35722773218404, 4.929939938518655], [52.35722518913161, 4.929933080134149], [52.357222484986785, 4.929926399561845], [52.357219628623476, 4.92991986735176], [52.357216620211865, 4.929913527540049], [52.35721347766998, 4.9299073652628085], [52.35719842348109, 4.929837632324333], [52.35719848238969, 4.929829616828704], [52.3571983615506, 4.9298216031856255], [52.35719806096382, 4.929813591395197], [52.35719758074273, 4.929805610814911], [52.35719691190005, 4.929797661537498], [52.35719607246718, 4.929789758056485], [52.35719505351347, 4.929781915143294], [52.357193855038986, 4.929774132798017], [52.35719247715716, 4.929766440378136], [52.35719093778598, 4.929758823019753], [52.35718921906421, 4.929751310265629], [52.35718732997923, 4.92974390202319], [52.357185279575134, 4.92973661287856], [52.35718306790867, 4.929729457510492], [52.357180685992525, 4.929722436011697], [52.35717815191485, 4.929715577554314], [52.35717546556225, 4.9297088527810065], [52.35717262710494, 4.929702305727885], [52.35716964553027, 4.9296959363023305], [52.35716652089505, 4.929689759183056], [52.35715166759068, 4.929620875717451], [52.35715171732705, 4.929612816286651], [52.3571515963598, 4.92960477329529], [52.35715128665749, 4.92959673225013], [52.35715079732095, 4.929588722415962], [52.35715012835022, 4.92958074379288], [52.357149279802016, 4.929572811059663], [52.3571482517331, 4.929564938895088], [52.35714705313085, 4.929557127206561], [52.3571456660773, 4.929549390858214], [52.35714411764806, 4.9295417589294495], [52.35714239879902, 4.9295342168343375], [52.357140500599584, 4.9295267793443305], [52.35713844108126, 4.929519460952798], [52.357136220244065, 4.929512261659802], [52.357133838258264, 4.9295052255014395], [52.35713130399774, 4.929498323027711], [52.35712860853193, 4.929491569010034], [52.35712576096173, 4.929484992713108], [52.3571227702745, 4.9294785940442685], [52.35711964545764, 4.929472372910838], [52.35707989921372, 4.9292881179773325], [52.35707489335133, 4.929274253708512], [52.3570714779345, 4.929264938274849], [52.35705675546432, 4.929236906062447], [52.35705159608467, 4.929229825197415], [52.35704372094728, 4.929220042023422], [52.35703832384862, 4.929214240708792], [52.35701763863051, 4.929199143753631], [52.3570111662707, 4.929196509574966], [52.35700172569749, 4.92919328950373], [52.35699499809938, 4.9291920524866315], [52.35697239921063, 4.929193401342075], [52.35696589109987, 4.929195464881995], [52.356956316922656, 4.929199527078013], [52.35695024560001, 4.929202980632562], [52.356930072740795, 4.929220422199274], [52.35692474183005, 4.929227082851156], [52.356917592773414, 4.929237710966436], [52.35691269660519, 4.9292452332001915], [52.356898347979886, 4.9292743433004205], [52.35689503078605, 4.929283449264971], [52.35689021352187, 4.929297429515503], [52.35688729443855, 4.929307221290399], [52.35687781603061, 4.929352310767493], [52.35687479235185, 4.9293675936270285], [52.35686961110376, 4.929394363177997], [52.356856354600346, 4.929461862644756], [52.356844065984056, 4.929533300784695], [52.35684210683245, 4.929535669655747], [52.35684025638034, 4.929538257593059], [52.35683854170328, 4.929541093675729], [52.35683697156162, 4.929544119096758], [52.356835546012064, 4.929547348534736], [52.35683428291587, 4.929550752447145], [52.356833182159455, 4.929554301476865], [52.356832252673485, 4.9295579808526595], [52.356831503388555, 4.92956177580331], [52.35683094312174, 4.929565642200444], [52.356830562828954, 4.929569565458213], [52.35683038048489, 4.929573545391308], [52.35683037788788, 4.92957752347083], [52.356830572955865, 4.9295814848329], [52.356830956644764, 4.929585414891666], [52.35683151985374, 4.9295892843827005], [52.35683227145666, 4.929593063856223], [52.356833202466184, 4.929596753404949], [52.356834312655344, 4.929600294314602], [52.356825780954885, 4.929671767042799], [52.35682406542363, 4.929674382940776], [52.356822494541035, 4.929677217534651], [52.35682105920624, 4.929680241559933], [52.356819786381344, 4.92968345473867], [52.3568186849402, 4.929686827621075], [52.35681774583872, 4.929690345621261], [52.356816995868755, 4.929693964425581], [52.35681642604297, 4.929697684126728], [52.356816036191155, 4.929701460689032], [52.35681584417456, 4.929705264570085], [52.3568158499932, 4.929709095769943], [52.35681603550216, 4.929712910438239], [52.35681641856271, 4.929716679032578], [52.35681699018748, 4.929720401645658], [52.35681774116222, 4.929724019655881], [52.356818680474326, 4.92972753297064], [52.35681978104824, 4.929730912510764], [52.35681419346644, 4.929803734685885], [52.35681274812017, 4.9298064945848745], [52.35681143826481, 4.929809429237078], [52.356810281875056, 4.929812538457247], [52.356809287824824, 4.929815792795637], [52.356808465044715, 4.929819177481069], [52.35680780437728, 4.929822648570502], [52.35680733278455, 4.929826205786087], [52.35680703212166, 4.929829805277412], [52.35680692030664, 4.929833432180699], [52.356806988295375, 4.929837071910048], [52.35680723591775, 4.929840680429797], [52.35680766311707, 4.929844243061422], [52.35680827882396, 4.92984774503377], [52.35680905596298, 4.9298511572676125], [52.35681001233866, 4.929854435542026], [52.35681112098896, 4.9298575801349065], [52.356808672015326, 4.9299309130678575], [52.356807353453014, 4.929933921201577], [52.356806197343474, 4.929937103811069], [52.35680520357331, 4.92994043153922], [52.35680439904787, 4.929943889429679], [52.35680377466638, 4.929947448217947], [52.35680333025876, 4.92995106386836], [52.35680308385643, 4.92995475087433], [52.35680303523254, 4.92995845052163], [52.3568031752864, 4.929962133545777], [52.35680350401797, 4.929965799946814], [52.35680403018789, 4.929969390917918], [52.35680473582135, 4.92997290664433], [52.35680562080505, 4.929976317768946], [52.35680668496889, 4.9299795802561], [52.35680791926882, 4.929982679519846], [52.356808399699894, 4.930055879509759], [52.356807378340775, 4.930059046048897], [52.35680651022014, 4.930062328442605], [52.35680581325602, 4.930065711827185], [52.356805287335035, 4.930069166845529], [52.35680494144456, 4.930072693405104], [52.35680476642716, 4.93007624756282], [52.35680477121351, 4.93007981454757], [52.35680495574694, 4.930083379680834], [52.35680531087002, 4.930086899019518], [52.356805845513485, 4.930090357792521], [52.356806541645895, 4.930093741506459], [52.35680741712864, 4.930097020619086], [52.35680844488628, 4.930100166051003], [52.356809624862166, 4.930103163123666], [52.35681280029305, 4.930176041779798], [52.35681208603099, 4.930179601491044], [52.35681155185603, 4.930183247422518], [52.35681119765481, 4.9301869502171165], [52.35681103235801, 4.93019069510376], [52.356811055795646, 4.930194438046783], [52.35681126791103, 4.930198164367667], [52.356811668647495, 4.930201859387881], [52.356812257835095, 4.930205479071763], [52.35681301749905, 4.93020902360445], [52.356813956400096, 4.930212434179146], [52.35680903270962, 4.93021517116655], [52.35681558529129, 4.930245577618694], [52.356882537677095, 4.930556101468868], [52.35688303090602, 4.930555817489217], [52.356881655547056, 4.930562745534119], [52.35688189090674, 4.9305701707761775], [52.3568839028755, 4.930576829099972], [52.35688720239918, 4.930581756712385], [52.35689145451106, 4.930584325855242], [52.356895785625625, 4.930584075782744], [52.35690009614583, 4.930580816689462], [52.356903060302024, 4.930575692513216], [52.356903142660386, 4.930576073324592], [52.35706242065299, 4.9304846121823935]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'winkelfunctie', 'winkelfunctie', 'winkelfunctie', 'winkelfunctie', 'winkelfunctie', 'winkelfunctie', 'winkelfunctie', 'winkelfunctie', 'winkelfunctie', 'winkelfunctie', 'winkelfunctie', 'winkelfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'winkelfunctie', 'winkelfunctie', 'winkelfunctie', 'winkelfunctie', 'winkelfunctie', 'winkelfunctie', 'winkelfunctie', 'winkelfunctie']",[363100012240255.0],"[363100012240255.0, 363100012240253.0, 363100012240256.0, 363100012240376.0, 363100012158881.0, 363100012239578.0]","[363100012236677.0, 363100012240255.0, 363100012233553.0, 363100012240253.0, 363100012240256.0, 363100012240376.0, 363100012158881.0, 363100012239578.0, 363100012240381.0]",[],[]
3684,363100012240381.0,"Waldenlaan 4
1093NH Amsterdam","[[52.35691419831892, 4.9289667241189346], [52.3569138140315, 4.9289649665842346], [52.35690393932836, 4.9289192548075915], [52.3568760267847, 4.92879011674946], [52.35685742128293, 4.928704010091663], [52.35683881571852, 4.928617903506263], [52.356810911776584, 4.928488751056736], [52.356801009643036, 4.928442966378525], [52.35680151179736, 4.928442667604446], [52.35680127397347, 4.928441598484799], [52.35679968155993, 4.928434231332832], [52.35680239875621, 4.928432661932198], [52.35679122471525, 4.9283810481235655], [52.356789359441166, 4.928382124307151], [52.356788388917025, 4.928377525088615], [52.3566299833023, 4.928466400701103], [52.35663379018617, 4.928483946908272], [52.35666395107755, 4.9284672239072576], [52.3566725600479, 4.92850864744062], [52.35671840098206, 4.928484055826214], [52.35671984487512, 4.928483248228552], [52.35672033940692, 4.928485621135199], [52.35672690438779, 4.9284820009271675], [52.35672912090702, 4.928492708459112], [52.35672256491319, 4.928496328572846], [52.3567293509807, 4.9285288901338085], [52.35673310883489, 4.928526825574388], [52.356735279844536, 4.9285373867890865], [52.35673152199017, 4.928539451347713], [52.35673831754498, 4.9285721449358935], [52.35674208444416, 4.928570094965382], [52.3567442644373, 4.928580656091466], [52.35674051556954, 4.928582720553974], [52.35674730206818, 4.9286153995697655], [52.356753858065645, 4.92861177947159], [52.35675608361736, 4.928622501602234], [52.35674952761958, 4.928626121699012], [52.356756259101786, 4.9286585223928405], [52.356760007970884, 4.9286564579359995], [52.35676107023408, 4.928661540621314], [52.356762242505916, 4.928667179977524], [52.35675848464926, 4.928669244526423], [52.35676524365028, 4.92870179174034], [52.35676900150747, 4.9286997271938775], [52.35677122699437, 4.928710434654063], [52.35676746913698, 4.928712499199723], [52.35677420963975, 4.928744914505539], [52.35678076564116, 4.928741294424277], [52.35678182807127, 4.92874642114969], [52.356782991124305, 4.928752001889397], [52.356776435122576, 4.928755621969258], [52.35678316662618, 4.928788037381046], [52.35678691549752, 4.928785972933884], [52.35678911350298, 4.928796548574192], [52.3567853556441, 4.928798613113399], [52.35679212359689, 4.928831160274009], [52.35679587246899, 4.928829095830069], [52.35679698972881, 4.928834456859399], [52.35679809794418, 4.928839803303263], [52.3567943490719, 4.928841867746402], [52.35680110802545, 4.928874415013062], [52.356807664030796, 4.928870794948719], [52.356809898546395, 4.928881517012609], [52.35680333355336, 4.928885137168367], [52.35681009249502, 4.928917684448243], [52.35681385035596, 4.9289156199179605], [52.35681607582333, 4.92892632739985], [52.356812317962195, 4.928928391929336], [52.35681905846267, 4.928960821979456], [52.3568228072802, 4.928958742866633], [52.35682392470461, 4.92896414793822], [52.356824996226024, 4.928969303938327], [52.35682124740833, 4.928971383050363], [52.35682807026045, 4.929004193921376], [52.35683465311819, 4.929000544238453], [52.35683580575153, 4.929005758119866], [52.35691419831892, 4.9289667241189346]]",['winkelfunctie'],"[363100012236677.0, 363100012240377.0, 363100012240378.0, 363100012240379.0, 363100012240380.0, 363100012240376.0]","[363100012236677.0, 363100012240255.0, 363100012240377.0, 363100012240378.0, 363100012240379.0, 363100012240380.0, 363100012233504.0, 363100012240256.0, 363100012240376.0]","[363100012236677.0, 363100012240255.0, 363100012240377.0, 363100012240378.0, 363100012240379.0, 363100012240380.0, 363100012233504.0, 363100012240256.0, 363100012240376.0, 363100012240375.0]",[],[]
3685,363100012244271.0,"Waldenlaan 300
1093NH Amsterdam","[[52.357851631153636, 4.933272141353087], [52.357850798556804, 4.93326830384179], [52.35784989280343, 4.933268826889122], [52.3578353539075, 4.93320169950202], [52.357836259660566, 4.933201176453493], [52.35783460367474, 4.933193560060092], [52.35773433429876, 4.933251512820857], [52.35775142420063, 4.933329975884187], [52.357752137933744, 4.933333286143051], [52.35776894456659, 4.933323807469223], [52.35776818533359, 4.933320350879941], [52.357851631153636, 4.933272141353087]]",['woonfunctie'],[363100012244272.0],"[363100012245534.0, 363100012244272.0, 363100012244273.0]","[363100012245534.0, 363100012244272.0, 363100012244273.0, 363100012244274.0, 363100012244275.0, 363100012247216.0, 363100012247215.0, 363100012247214.0, 363100012247213.0, 363100012247212.0, 363100012247928.0, 363100012247929.0, 363100012247145.0, 363100012245528.0, 363100012245529.0, 363100012245530.0, 363100012245531.0]",[],[]
3686,363100012244272.0,"Waldenlaan 302
1093NH Amsterdam","[[52.3578600945036, 4.933355727925053], [52.357868658749176, 4.9333507667433265], [52.35786700260415, 4.933343106301976], [52.35786609685045, 4.93334362934797], [52.35785155799692, 4.933276501911723], [52.35785246375033, 4.9332759788645255], [52.357851631153636, 4.933272141353087], [52.35776818533359, 4.933320350879941], [52.35776894456659, 4.933323807469223], [52.35778365578511, 4.933391358737943], [52.357784470065596, 4.933395108356178], [52.35785926190949, 4.933351890411449], [52.3578600945036, 4.933355727925053]]",['woonfunctie'],"[363100012244271.0, 363100012244273.0]","[363100012244271.0, 363100012244273.0, 363100012244274.0]","[363100012245534.0, 363100012244271.0, 363100012244273.0, 363100012244274.0, 363100012244275.0, 363100012244276.0, 363100012247216.0, 363100012247215.0, 363100012247214.0, 363100012247213.0, 363100012247212.0, 363100012247211.0, 363100012247928.0, 363100012247145.0, 363100012245530.0, 363100012245531.0]",[],[]
3687,363100012244273.0,"Waldenlaan 304
1093NH Amsterdam","[[52.35787637165807, 4.933426169872177], [52.35787553906624, 4.933422332355833], [52.3578746333122, 4.933422855400316], [52.3578600945036, 4.933355727925053], [52.35785926190949, 4.933351890411449], [52.357784470065596, 4.933395108356178], [52.35778365578511, 4.933391358737943], [52.35777603318479, 4.933395781811917], [52.35777683842152, 4.933399516842605], [52.35779210296017, 4.933470747039206], [52.35779288993849, 4.933474408861883], [52.35787637165807, 4.933426169872177]]",['woonfunctie'],"[363100012244272.0, 363100012244274.0]","[363100012244271.0, 363100012244272.0, 363100012244274.0, 363100012244275.0]","[363100012245534.0, 363100012244271.0, 363100012244272.0, 363100012244274.0, 363100012244275.0, 363100012244276.0, 363100012244277.0, 363100012247216.0, 363100012247215.0, 363100012247214.0, 363100012247213.0, 363100012247212.0, 363100012247211.0, 363100012247210.0, 363100012247928.0, 363100012245530.0, 363100012245531.0]",[],[]
3688,363100012244274.0,"Waldenlaan 306
1093NH Amsterdam","[[52.35789257560566, 4.933500972433422], [52.35789174301626, 4.93349713491427], [52.35789083726188, 4.933497657957416], [52.35787629849571, 4.9334305304330055], [52.357877204249796, 4.9334300073886626], [52.35787637165807, 4.933426169872177], [52.35779288993849, 4.933474408861883], [52.35779210296017, 4.933470747039206], [52.35777505461326, 4.9334804776845935], [52.357775859678526, 4.933484168680056], [52.35779218941266, 4.933558969807007], [52.35789257560566, 4.933500972433422]]",['woonfunctie'],"[363100012244273.0, 363100012244275.0]","[363100012244272.0, 363100012244273.0, 363100012244275.0, 363100012244276.0]","[363100012244271.0, 363100012244272.0, 363100012244273.0, 363100012244275.0, 363100012244276.0, 363100012244277.0, 363100012244278.0, 363100012247216.0, 363100012247215.0, 363100012247214.0, 363100012247213.0, 363100012247212.0, 363100012247211.0, 363100012247210.0, 363100012247209.0, 363100012245531.0]",[],[]
3689,363100012244275.0,"Waldenlaan 308
1093NH Amsterdam","[[52.357908779505976, 4.9335757750494444], [52.35790794691899, 4.933571937527478], [52.357907041164275, 4.933572460569291], [52.357892502440535, 4.933505332995731], [52.35789340819494, 4.93350480995272], [52.35789257560566, 4.933500972433422], [52.35779218941266, 4.933558969807007], [52.35780826773461, 4.93363384695571], [52.357908779505976, 4.9335757750494444]]",['woonfunctie'],"[363100012244274.0, 363100012244276.0]","[363100012244273.0, 363100012244274.0, 363100012244276.0, 363100012244277.0]","[363100012244271.0, 363100012244272.0, 363100012244273.0, 363100012244274.0, 363100012244276.0, 363100012244277.0, 363100012244278.0, 363100012244279.0, 363100012247215.0, 363100012247214.0, 363100012247213.0, 363100012247212.0, 363100012247211.0, 363100012247210.0, 363100012247209.0, 363100012247208.0]",[],[]
3690,363100012244276.0,"Waldenlaan 310
1093NH Amsterdam","[[52.35792500127749, 4.933650562857581], [52.35792415077446, 4.933646740195459], [52.35792324501943, 4.933647263235939], [52.357908715269204, 4.933580120842421], [52.35790960304923, 4.933579597984482], [52.357908779505976, 4.9335757750494444], [52.35780826773461, 4.93363384695571], [52.35782433702186, 4.933708724250659], [52.35782495935253, 4.933711639108878], [52.35784193581947, 4.933701909276012], [52.357841295288914, 4.933698935884838], [52.35792500127749, 4.933650562857581]]",['woonfunctie'],"[363100012244275.0, 363100012244277.0]","[363100012244274.0, 363100012244275.0, 363100012244277.0, 363100012244278.0]","[363100012244272.0, 363100012244273.0, 363100012244274.0, 363100012244275.0, 363100012244277.0, 363100012244278.0, 363100012244279.0, 363100012247214.0, 363100012247213.0, 363100012247212.0, 363100012247211.0, 363100012247210.0, 363100012247209.0, 363100012247208.0, 363100012247207.0, 363100012244280.0, 363100012244281.0, 363100012244282.0]",[],[]
3691,363100012244277.0,"Waldenlaan 312
1093NH Amsterdam","[[52.35794117834611, 4.933725424574496], [52.35794035492003, 4.933721630991916], [52.357939422258816, 4.93372216898553], [52.35792487423893, 4.933654938652916], [52.3579258517804, 4.933654385519851], [52.35792500127749, 4.933650562857581], [52.357841295288914, 4.933698935884838], [52.35784193581947, 4.933701909276012], [52.35785740054061, 4.933773827570806], [52.35794117834611, 4.933725424574496]]",['woonfunctie'],"[363100012244276.0, 363100012244278.0]","[363100012244275.0, 363100012244276.0, 363100012244278.0, 363100012244279.0]","[363100012244273.0, 363100012244274.0, 363100012244275.0, 363100012244276.0, 363100012244278.0, 363100012244279.0, 363100012247213.0, 363100012247212.0, 363100012247211.0, 363100012247210.0, 363100012247209.0, 363100012247208.0, 363100012247207.0, 363100012247206.0, 363100012244280.0, 363100012244281.0, 363100012244282.0, 363100012244283.0]",[],[]
3692,363100012244278.0,"Waldenlaan 314
1093NH Amsterdam","[[52.35795563416338, 4.9337967514855565], [52.35794112286628, 4.933729711562805], [52.35794201070319, 4.933729203386426], [52.35794117834611, 4.933725424574496], [52.35785740054061, 4.933773827570806], [52.35787345092132, 4.933848484999313], [52.35787406398012, 4.933851326559895], [52.35787807272964, 4.933849039642728], [52.357877450571024, 4.933846168815873], [52.35795645747462, 4.933800515712932], [52.35795563416338, 4.9337967514855565]]",['woonfunctie'],"[363100012244277.0, 363100012244279.0]","[363100012244276.0, 363100012244277.0, 363100012244279.0, 363100012244280.0]","[363100012244274.0, 363100012244275.0, 363100012244276.0, 363100012244277.0, 363100012244279.0, 363100012247212.0, 363100012247211.0, 363100012247210.0, 363100012247209.0, 363100012247208.0, 363100012247207.0, 363100012247206.0, 363100012244280.0, 363100012244281.0, 363100012244282.0, 363100012244283.0]",[],[]
