STT_NAAM,AUTO,WKT_LAT_LNG,number
Amstelveenseweg,calamiteit,"52.353186 4.85597,52.352665 4.856152",2431
Prins Hendrikkade,calamiteit,"52.371212 4.912449,52.371001 4.913126",2432
Amstelveenseweg,calamiteit,"52.327892 4.85746,52.330283 4.857431",2433
Amstelveenseweg,calamiteit,"52.34109 4.857862,52.340527 4.857745,52.340068 4.857705,52.339094 4.857689",2434
Amstelveenseweg,calamiteit,"52.347629 4.857445,52.347124 4.857463",2435
Prins Hendrikkade,calamiteit,"52.379252 4.895339,52.379355 4.895436",2436
Prins Hendrikkade,calamiteit,"52.370935 4.912972,52.370892 4.913262,52.370776 4.91361,52.37075 4.913726,52.370737 4.913841,52.370738 4.913948,52.370751 4.914087,52.370783 4.91422,52.370942 4.914624,52.371051 4.914872,52.371105 4.915048,52.371142 4.915121",2437
Prins Hendrikkade,calamiteit,"52.378132 4.897042,52.378106 4.897086,52.378052 4.897131,52.378006 4.897161",2438
Prins Hendrikkade,calamiteit,"52.378006 4.897161,52.377781 4.897377,52.377548 4.897744,52.377182 4.898268",2439
Amstelveenseweg,calamiteit,"52.352315 4.856274,52.351903 4.856425",2440
Prins Hendrikkade,calamiteit,"52.376609 4.902375,52.376233 4.902819",2441
Amstelveenseweg,calamiteit,"52.342576 4.857521,52.341923 4.857734,52.341613 4.85786,52.341358 4.857895,52.34109 4.857862",2442
Amstelveenseweg,calamiteit,"52.337043 4.857688,52.337195 4.857687",2443
Amstelveenseweg,calamiteit,"52.356438 4.854811,52.356359 4.854706",2444
Amstelveenseweg,calamiteit,"52.333586 4.857389,52.331842 4.857445",2445
Amstelveenseweg,calamiteit,"52.345258 4.857963,52.345099 4.858002",2446
Prins Hendrikkade,calamiteit,"52.371521 4.911152,52.371477 4.911256,52.371193 4.91214,52.371117 4.91239",2447
Prins Hendrikkade,calamiteit,"52.371576 4.911387,52.371212 4.912449",2448
Prins Hendrikkade,calamiteit,"52.376895 4.90199,52.376859 4.902064,52.376609 4.902375",2449
Prins Hendrikkade,calamiteit,"52.376837 4.901183,52.376894 4.901828,52.376895 4.90199",2450
Amstelveenseweg,calamiteit,"52.345213 4.857571,52.345062 4.857591",2451
Prins Hendrikkade,calamiteit,"52.376763 4.899086,52.376833 4.900037,52.37687 4.900492,52.376936 4.901182,52.376993 4.901901,52.376985 4.902047",2452
Amstelveenseweg,calamiteit,"52.333586 4.857389,52.333691 4.857464,52.334162 4.857459,52.334256 4.857394",2453
Prins Hendrikkade,calamiteit,"52.372012 4.910178,52.371861 4.910679,52.371825 4.910738",2454
Amstelveenseweg,calamiteit,"52.327712 4.857462,52.327892 4.85746",2455
Amstelveenseweg,calamiteit,"52.35773 4.855167,52.35782 4.855239",2456
Prins Hendrikkade,calamiteit,"52.377182 4.898268,52.377092 4.89842",2457
Prins Hendrikkade,calamiteit,"52.376763 4.899086,52.376764 4.899195,52.376774 4.899597",2458
Amstelveenseweg,calamiteit,"52.335248 4.857444,52.337032 4.857424",2459
Amstelveenseweg,calamiteit,"52.345436 4.857544,52.345213 4.857571",2460
Amstelveenseweg,calamiteit,"52.335103 4.85767,52.335253 4.857686",2461
Amstelveenseweg,calamiteit,"52.351557 4.856714,52.351307 4.856827,52.35105 4.856923",2462
Prins Hendrikkade,calamiteit,"52.371726 4.910636,52.371521 4.911152",2463
Amstelveenseweg,calamiteit,"52.351903 4.856425,52.351739 4.856622,52.351557 4.856714",2464
Amstelveenseweg,calamiteit,"52.350904 4.856983,52.350568 4.857154",2465
Prins Hendrikkade,calamiteit,"52.374111 4.905475,52.373735 4.90613",2466
Amstelveenseweg,calamiteit,"52.34868 4.857344,52.348824 4.857387,52.349076 4.857369,52.349372 4.857336",2467
Prins Hendrikkade,calamiteit,"52.376985 4.902047,52.376958 4.902121,52.376913 4.90218,52.376708 4.902418,52.376269 4.902936",2468
Wibautstraat,calamiteit,"52.350696 4.9155,52.350518 4.91581,52.350152 4.916401,52.349964 4.916682,52.349789 4.916926",2469
Transformatorweg,calamiteit,"52.391714 4.847767,52.391764 4.850704,52.391793 4.853026",2470
Transformatorweg,calamiteit,"52.392368 4.861171,52.392573 4.863575,52.392626 4.864143,52.393041 4.866125,52.39308 4.86638,52.393116 4.866705,52.393138 4.867028,52.393143 4.867287,52.393125 4.867798",2471
Wibautstraat,calamiteit,"52.354076 4.912126,52.35358 4.912448",2472
Transformatorweg,calamiteit,"52.393103 4.865948,52.393104 4.866027,52.393188 4.866613,52.393221 4.867041,52.393221 4.867229",2473
Wibautstraat,calamiteit,"52.35358 4.912448,52.352605 4.913027",2474
Wibautstraat,calamiteit,"52.35865 4.909626,52.358088 4.909974",2475
Transformatorweg,calamiteit,"52.39261 4.86111,52.392651 4.861535,52.392659 4.861814,52.392656 4.862329,52.392645 4.863194,52.392656 4.863446,52.392694 4.863891,52.392733 4.86419,52.393103 4.865948",2476
Wibautstraat,calamiteit,"52.351568 4.913747,52.351489 4.913875,52.351207 4.914392,52.350624 4.915398",2477
Wibautstraat,calamiteit,"52.35544 4.911328,52.354843 4.911683",2478
Wibautstraat,calamiteit,"52.350624 4.915398,52.35032 4.9159,52.349927 4.916521,52.349744 4.916781",2479
Transformatorweg,calamiteit,"52.391608 4.844952,52.39164 4.845329,52.39171 4.8469,52.391712 4.847208",2480
Wibautstraat,calamiteit,"52.349463 4.917186,52.349293 4.917423,52.348971 4.917822",2481
Wibautstraat,calamiteit,"52.353623 4.912652,52.351795 4.913755",2482
Wibautstraat,calamiteit,"52.356352 4.910742,52.356157 4.910887,52.355852 4.911082,52.35544 4.911328",2483
Transformatorweg,calamiteit,"52.392081 4.852999,52.392091 4.853638,52.392134 4.855166",2484
Wibautstraat,calamiteit,"52.352605 4.913027,52.351908 4.91345",2485
Wibautstraat,calamiteit,"52.354843 4.911683,52.354491 4.911896,52.354076 4.912126",2486
Wibautstraat,calamiteit,"52.349744 4.916781,52.349463 4.917186",2487
Wibautstraat,calamiteit,"52.360042 4.90853,52.358592 4.909428",2488
Wibautstraat,calamiteit,"52.348948 4.918038,52.348596 4.918501",2489
Transformatorweg,calamiteit,"52.393125 4.867798,52.393065 4.868575",2490
Wibautstraat,calamiteit,"52.351795 4.913755,52.351696 4.913819,52.351607 4.913903,52.351574 4.913946,52.351355 4.914363,52.350696 4.9155",2491
Wibautstraat,calamiteit,"52.357498 4.910205,52.357427 4.910395,52.357092 4.910585,52.356958 4.910652",2492
Transformatorweg,calamiteit,"52.39198 4.84505,52.391966 4.845691,52.391962 4.846823,52.391992 4.847176",2493
Wibautstraat,calamiteit,"52.356958 4.910652,52.356403 4.910977",2494
Van Diemenstraat,calamiteit,"52.390685 4.884931,52.390634 4.885091,52.390567 4.88527",2495
Transformatorweg,calamiteit,"52.392042 4.850658,52.392081 4.852999",2496
Transformatorweg,calamiteit,"52.392084 4.857656,52.392349 4.86101,52.392368 4.861171",2497
Transformatorweg,calamiteit,"52.391712 4.847208,52.391714 4.847767",2498
Wibautstraat,calamiteit,"52.360079 4.908691,52.35865 4.909626",2499
Transformatorweg,calamiteit,"52.392134 4.855166,52.392145 4.855474",2500
Wibautstraat,calamiteit,"52.356403 4.910977,52.355641 4.91144",2501
Transformatorweg,calamiteit,"52.392145 4.855474,52.392277 4.856927,52.39261 4.860963,52.39261 4.86111",2502
Transformatorweg,calamiteit,"52.391992 4.847176,52.391992 4.847514,52.392042 4.850658",2503
Transformatorweg,calamiteit,"52.391898 4.855465,52.392084 4.857656",2504
Wibautstraat,calamiteit,"52.358592 4.909428,52.357572 4.910048,52.357498 4.910205",2505
Wibautstraat,calamiteit,"52.357498 4.910205,52.357376 4.910159,52.356882 4.910448",2506
Wibautstraat,calamiteit,"52.356882 4.910448,52.356352 4.910742",2507
Transformatorweg,calamiteit,"52.391864 4.855169,52.391898 4.855465",2508
Wibautstraat,calamiteit,"52.355641 4.91144,52.354916 4.911884,52.353623 4.912652",2509
Transformatorweg,calamiteit,"52.391793 4.853026,52.391804 4.853642,52.391838 4.854933,52.391864 4.855169",2510
Wibautstraat,calamiteit,"52.348971 4.917822,52.348559 4.918311",2511
Wibautstraat,calamiteit,"52.349789 4.916926,52.349607 4.917184,52.348948 4.918038",2512
Wibautstraat,calamiteit,"52.351908 4.91345,52.351734 4.913566,52.351633 4.91367,52.351568 4.913747",2513
Van Diemenstraat,calamiteit,"52.390314 4.884935,52.390567 4.88527",2514
Wibautstraat,calamiteit,"52.358088 4.909974,52.357616 4.910259,52.357498 4.910205",2515
Jan van Galenstraat,calamiteit,"52.373153 4.834754,52.373008 4.835735",2516
Jan van Galenstraat,calamiteit,"52.374405 4.855907,52.374509 4.856904,52.374575 4.857608",2517
Prins Bernhardplein,calamiteit,"52.348375 4.919384,52.348303 4.919429,52.348231 4.919459",2518
Jan van Galenstraat,calamiteit,"52.374138 4.854471,52.374175 4.854603,52.374266 4.854895,52.374312 4.855144,52.37433 4.855217",2519
Jan van Galenstraat,calamiteit,"52.373538 4.85301,52.373503 4.853216",2520
Jan van Galenstraat,calamiteit,"52.372737 4.84874,52.372769 4.849",2521
Jan van Galenstraat,calamiteit,"52.372546 4.838508,52.372346 4.839793,52.372084 4.841427,52.372057 4.841559",2522
Jan van Galenstraat,calamiteit,"52.372008 4.842661,52.372063 4.843094,52.372112 4.843644,52.372132 4.844099,52.372134 4.844495,52.372145 4.845068,52.372165 4.845449,52.37224 4.846241,52.372287 4.846593,52.372338 4.846796",2523
Jan van Galenstraat,calamiteit,"52.372926 4.849923,52.37341 4.85238",2524
Jan van Galenstraat,calamiteit,"52.374659 4.858444,52.374675 4.858654",2525
Jan van Galenstraat,calamiteit,"52.375173 4.862741,52.375342 4.863936",2526
Jan van Galenstraat,calamiteit,"52.372508 4.847487,52.372584 4.847874",2527
Prins Bernhardplein,calamiteit,"52.347861 4.919008,52.347961 4.919183,52.348096 4.919387,52.348231 4.919459",2528
Prins Bernhardplein,calamiteit,"52.347787 4.918319,52.347778 4.918392,52.347779 4.918598,52.347797 4.9187",2529
Jan van Galenstraat,calamiteit,"52.375741 4.867469,52.375754 4.867731,52.375745 4.868006,52.375714 4.868349,52.375667 4.868713,52.375599 4.869059,52.375533 4.869315,52.375517 4.869462",2530
Jan van Galenstraat,calamiteit,"52.372584 4.847874,52.372737 4.84874",2531
Jan van Galenstraat,calamiteit,"52.372444 4.841569,52.372461 4.841876,52.37243 4.842494,52.372386 4.8427",2532
Jan van Galenstraat,calamiteit,"52.372476 4.846737,52.372495 4.846869,52.372508 4.847487",2533
Jan van Galenstraat,calamiteit,"52.374952 4.86173,52.374848 4.860527,52.374866 4.860483,52.374902 4.860409",2534
Jan van Galenstraat,calamiteit,"52.374902 4.860409,52.375023 4.861421,52.375042 4.8617",2535
Jan van Galenstraat,calamiteit,"52.37433 4.855217,52.374405 4.855907",2536
Jan van Galenstraat,calamiteit,"52.373503 4.853216,52.373603 4.853493,52.373976 4.854414,52.374048 4.854487,52.374138 4.854471",2537
Jan van Galenstraat,calamiteit,"52.373008 4.835735,52.372722 4.837467",2538
Jan van Galenstraat,calamiteit,"52.372722 4.837467,52.372546 4.838508",2539
Jan van Galenstraat,calamiteit,"52.375479 4.864925,52.375471 4.865084,52.375613 4.866087,52.375628 4.86623,52.375707 4.86684,52.375725 4.867109,52.375741 4.867469",2540
Jan van Galenstraat,calamiteit,"52.373034 4.836629,52.372709 4.838603",2541
Jan van Galenstraat,calamiteit,"52.374575 4.857608,52.374659 4.858444",2542
Jan van Galenstraat,calamiteit,"52.375342 4.863936,52.375377 4.864236,52.375479 4.864925",2543
Jan van Galenstraat,calamiteit,"52.375479 4.864925,52.375521 4.86503,52.375609 4.865655,52.375795 4.867024,52.375821 4.867485",2544
Jan van Galenstraat,calamiteit,"52.375517 4.869462,52.375508 4.869521,52.375344 4.870055",2545
Prins Bernhardplein,calamiteit,"52.348596 4.918501,52.348579 4.918604,52.348375 4.919384",2546
Jan van Galenstraat,calamiteit,"52.375042 4.8617,52.37507 4.862008,52.375157 4.862628",2547
Jan van Galenstraat,calamiteit,"52.375821 4.867485,52.375837 4.86792,52.375777 4.868474,52.375664 4.869069,52.375582 4.869352,52.375517 4.869462",2548
Jan van Galenstraat,calamiteit,"52.374772 4.859603,52.374902 4.860409",2549
Prins Bernhardplein,calamiteit,"52.348252 4.917742,52.348189 4.917728,52.348117 4.917728,52.347964 4.917759,52.347937 4.91776,52.347848 4.917834",2550
Prins Bernhardplein,calamiteit,"52.347848 4.917834,52.347839 4.917863,52.347786 4.918172,52.347787 4.918319",2551
Jan van Galenstraat,calamiteit,"52.372709 4.838603,52.372587 4.839344,52.372415 4.840309,52.372381 4.840703",2552
Jan van Galenstraat,calamiteit,"52.372769 4.849,52.372926 4.849923",2553
Prins Bernhardplein,calamiteit,"52.347797 4.9187,52.347806 4.918788,52.347861 4.919008",2554
Prins Bernhardplein,calamiteit,"52.348559 4.918311,52.348318 4.918563,52.348273 4.918637,52.348238 4.918755,52.34822 4.918887,52.348213 4.919268,52.348231 4.919459",2555
Prins Bernhardplein,calamiteit,"52.348559 4.918311,52.348578 4.918384,52.348596 4.918501",2556
Jan van Galenstraat,calamiteit,"52.372381 4.840703,52.372444 4.841569",2557
Jan van Galenstraat,calamiteit,"52.372057 4.841559,52.372022 4.841824,52.371996 4.84246,52.372008 4.842661",2558
Jan van Galenstraat,calamiteit,"52.375157 4.862628,52.375173 4.862741",2559
Jan van Galenstraat,calamiteit,"52.37341 4.85238,52.373493 4.852819,52.373538 4.85301",2560
Jan van Galenstraat,calamiteit,"52.372338 4.846796,52.372415 4.847164,52.372508 4.847487",2561
Prins Bernhardplein,calamiteit,"52.348252 4.917742,52.348306 4.917859,52.348559 4.918311",2562
Jan van Galenstraat,calamiteit,"52.37332 4.834803,52.373034 4.836629",2563
Jan van Galenstraat,calamiteit,"52.372386 4.8427,52.372312 4.843026,52.372274 4.843435,52.37226 4.844599,52.372281 4.845211,52.372323 4.845823,52.372476 4.846737",2564
Jan van Galenstraat,calamiteit,"52.374675 4.858654,52.374772 4.859603",2565
Jan van Galenstraat,calamiteit,"52.373538 4.85301,52.373665 4.853287,52.373884 4.853828,52.374138 4.854471",2566
Basisweg,calamiteit,"52.391716 4.818944,52.391725 4.828944,52.391737 4.831638,52.391735 4.833007,52.391744 4.833352,52.391765 4.833701,52.391847 4.834523",2567
Basisweg,calamiteit,"52.395002 4.808453,52.39457 4.80899,52.394178 4.809517,52.393785 4.810058,52.393552 4.810443,52.393249 4.810962,52.392899 4.811591,52.392557 4.812341",2568
Basisweg,calamiteit,"52.392781 4.81259,52.392613 4.812975,52.392365 4.813628,52.392102 4.814582,52.391921 4.815107,52.391824 4.815608,52.391738 4.816123,52.391722 4.816711,52.391729 4.81818,52.391721 4.818474",2569
Basisweg,calamiteit,"52.392005 4.844575,52.39198 4.84505",2570
Basisweg,calamiteit,"52.391611 4.84385,52.391608 4.844952",2571
Basisweg,calamiteit,"52.39132 4.818961,52.391348 4.819316,52.391384 4.819525,52.39152 4.820224,52.391561 4.820457,52.391583 4.820638,52.391603 4.820877,52.391608 4.821017,52.391612 4.821351,52.391619 4.829014,52.391616 4.834206,52.391611 4.835028,52.391596 4.835693",2572
Basisweg,calamiteit,"52.391637 4.840966,52.391639 4.843363",2573
Basisweg,calamiteit,"52.391596 4.835693,52.391589 4.836045,52.39159 4.836324",2574
Basisweg,calamiteit,"52.391982 4.843371,52.392005 4.844575",2575
Basisweg,calamiteit,"52.395198 4.80874,52.39474 4.809297,52.394251 4.809944,52.393784 4.81068,52.393422 4.811283,52.393102 4.81189,52.392781 4.81259",2576
Basisweg,calamiteit,"52.395241 4.808181,52.395168 4.808263",2577
Basisweg,calamiteit,"52.391639 4.843363,52.391611 4.84385",2578
Basisweg,calamiteit,"52.391721 4.818474,52.391716 4.818944",2579
Basisweg,calamiteit,"52.395484 4.80791,52.395386 4.807984,52.395299 4.808022,52.395244 4.808006,52.395154 4.807935",2580
Basisweg,calamiteit,"52.391326 4.818464,52.39132 4.818961",2581
Basisweg,calamiteit,"52.391847 4.834523,52.391972 4.835694",2582
Basisweg,calamiteit,"52.391863 4.840963,52.391904 4.84202,52.391982 4.843371",2583
Basisweg,calamiteit,"52.391972 4.835694,52.392012 4.836304",2584
Basisweg,calamiteit,"52.391625 4.839161,52.391646 4.84077",2585
Basisweg,calamiteit,"52.395429 4.80849,52.395198 4.80874",2586
Basisweg,calamiteit,"52.39159 4.836324,52.391613 4.837352,52.391625 4.839161",2587
Basisweg,calamiteit,"52.392012 4.836304,52.391919 4.837598,52.391867 4.838699,52.391842 4.838955,52.391846 4.839707,52.391867 4.840746",2588
Basisweg,calamiteit,"52.392557 4.812341,52.39231 4.813029,52.391819 4.814598,52.391726 4.815034,52.391634 4.815794,52.391565 4.816485,52.391343 4.818214,52.391326 4.818464",2589
Basisweg,calamiteit,"52.395484 4.80791,52.395241 4.808181",2590
Basisweg,calamiteit,"52.395168 4.808263,52.395002 4.808453",2591
Basisweg,calamiteit,"52.391867 4.840746,52.391863 4.840963",2592
Basisweg,calamiteit,"52.391646 4.84077,52.391637 4.840966",2593
Gooiseweg,calamiteit,"52.31037 4.96913,52.308482 4.970845,52.308357 4.970964",2594
Vijzelgracht,calamiteit,"52.36016 4.891148,52.360527 4.891241",2595
Gooiseweg,calamiteit,"52.312279 4.966972,52.312932 4.966416,52.31307 4.966339,52.313569 4.966136,52.313806 4.966009",2596
Gooiseweg,calamiteit,"52.316931 4.963316,52.313851 4.966126",2597
Gooiseweg,calamiteit,"52.313806 4.966009,52.312836 4.966889,52.312191 4.967467,52.312102 4.967541,52.31037 4.96913",2598
Gooiseweg,calamiteit,"52.308357 4.970964,52.308285 4.971038,52.308043 4.97126,52.307613 4.971645",2599
Gooiseweg,calamiteit,"52.311698 4.96645,52.311747 4.966738,52.3118 4.966943,52.311859 4.967123,52.311875 4.967228,52.311864 4.9673,52.311818 4.967371,52.311587 4.967611",2600
Gooiseweg,calamiteit,"52.317509 4.962621,52.313806 4.966009",2601
Gooiseweg,calamiteit,"52.34846 4.920352,52.348728 4.922345,52.348756 4.92258,52.348766 4.922814,52.348767 4.923093,52.34875 4.923387,52.348733 4.923592,52.348716 4.923725,52.348689 4.923872,52.348636 4.924122,52.348583 4.924343,52.348521 4.924534,52.348432 4.924755,52.348298 4.925035,52.3482 4.925198,52.346609 4.927548,52.343124 4.93269,52.340648 4.936325,52.338468 4.939605",2602
Gooiseweg,calamiteit,"52.31833 4.961153,52.318297 4.961238,52.318293 4.961354,52.318324 4.961439",2603
Gooiseweg,calamiteit,"52.312279 4.966972,52.31227 4.967008,52.312064 4.96721",2604
Gooiseweg,calamiteit,"52.31194 4.966858,52.311999 4.966972,52.312054 4.967065,52.312107 4.967077,52.312165 4.967069,52.312279 4.966972",2605
Gooiseweg,calamiteit,"52.320478 4.960114,52.316931 4.963316",2606
Gooiseweg,calamiteit,"52.311955 4.968336,52.311526 4.968736,52.31141 4.968831,52.311229 4.968941,52.311085 4.968998,52.310884 4.969049,52.310732 4.969132,52.310545 4.969247,52.310404 4.969288",2607
Gooiseweg,calamiteit,"52.31232 4.967935,52.312536 4.967759,52.312571 4.967767",2608
Gooiseweg,calamiteit,"52.320135 4.960219,52.319385 4.960902",2609
Gooiseweg,calamiteit,"52.313851 4.966126,52.312846 4.96708,52.312246 4.967628,52.312156 4.967717,52.310404 4.969288",2610
Vijzelgracht,calamiteit,"52.361522 4.891596,52.36201 4.891779",2611
Gooiseweg,calamiteit,"52.348375 4.919384,52.348395 4.919795,52.34846 4.920352",2612
Gooiseweg,calamiteit,"52.348231 4.919459,52.348314 4.919957,52.348407 4.92069",2613
Gooiseweg,calamiteit,"52.312234 4.968037,52.311992 4.968268,52.311955 4.968336",2614
Vijzelgracht,calamiteit,"52.360163 4.890982,52.360293 4.891029,52.360619 4.891169,52.361482 4.891468,52.362029 4.891651",2615
Vijzelgracht,calamiteit,"52.360527 4.891241,52.360882 4.891363",2616
Gooiseweg,calamiteit,"52.338234 4.939593,52.338064 4.939888,52.337217 4.94151,52.337145 4.941658,52.337003 4.941923,52.336407 4.943063",2617
Gooiseweg,calamiteit,"52.348407 4.92069,52.348629 4.922375,52.348667 4.92283,52.348668 4.923094,52.348651 4.923373,52.348625 4.923623,52.34859 4.923829,52.348537 4.924064,52.348484 4.92427,52.348431 4.924447,52.348351 4.924653,52.348217 4.924919,52.348128 4.925081,52.346546 4.927416,52.344794 4.929988,52.343043 4.932544,52.340603 4.936135,52.338341 4.939401",2618
Gooiseweg,calamiteit,"52.319385 4.960902,52.317509 4.962621",2619
Gooiseweg,calamiteit,"52.32403 4.956687,52.32373 4.956973,52.321821 4.958679,52.321042 4.95939,52.320639 4.959746,52.320135 4.960219",2620
Gooiseweg,calamiteit,"52.318628 4.9623,52.318659 4.962346,52.318701 4.962378,52.31875 4.96237",2621
Gooiseweg,calamiteit,"52.310404 4.969288,52.308635 4.970873,52.308393 4.971096",2622
Gooiseweg,calamiteit,"52.311978 4.96728,52.311634 4.967599,52.311587 4.967611",2623
Vijzelgracht,calamiteit,"52.360882 4.891363,52.361522 4.891596",2624
Gooiseweg,calamiteit,"52.308393 4.971096,52.307659 4.971762",2625
Gooiseweg,calamiteit,"52.338361 4.939782,52.338155 4.940136,52.337397 4.94164,52.337227 4.94195,52.336977 4.942393,52.336495 4.943274",2626
