STT_NAAM,AUTO,WKT_LAT_LNG,number
Frederik Hendrikplnts,plus,"52.3787 4.877669,52.378649 4.877812",1278
Klaprozenweg,plus,"52.4055010 4.8930660,52.4059850 4.8928840,52.4062630 4.8927340,52.4064070 4.8926440,52.4065230 4.8925550,52.4067830 4.8922870",1279
Middenweg,hoofd,"52.341482 4.950125,52.341223 4.950553,52.341107 4.95076",1280
Daalwijkdreef,plus,"52.324419 4.958639,52.324582 4.959107,52.324655 4.959385",1281
Nieuwe Utrechtseweg,plus,"52.332996 4.912429,52.33209 4.912558,52.331213 4.912695",1282
Nieuwe Utrechtseweg,plus,"52.340025 4.908085,52.339372 4.90887,52.338299 4.910085,52.337905 4.910559,52.337628 4.910855,52.337359 4.911122,52.3371 4.91136",1283
Nieuwe Utrechtseweg,plus,"52.334659 4.912398,52.333006 4.912649",1284
Burgemeester Stramanweg,plus,"52.31139 4.933403,52.311697 4.933973,52.311941 4.934541,52.312103 4.934994,52.312168 4.935187,52.313055 4.937882",1285
Middenweg,hoofd,"52.342232 4.948856,52.342045 4.949166,52.341687 4.949771",1286
Middenweg,hoofd,"52.344428 4.94539,52.3443 4.945578",1287
Daalwijkdreef,plus,"52.322429 4.952894,52.323357 4.95576",1288
Burgemeester Stramanweg,plus,"52.315484 4.945513,52.315514 4.945623",1289
Middenweg,hoofd,"52.34824 4.939493,52.347796 4.940226",1290
Daalwijkdreef,plus,"52.323357 4.95576,52.323384 4.955833",1291
Daalwijkdreef,plus,"52.324655 4.959385,52.325048 4.960525",1292
Nieuwe Utrechtseweg,plus,"52.3371 4.91136,52.336741 4.911613,52.336499 4.911762,52.33623 4.911941,52.335871 4.912121,52.335611 4.912212,52.334659 4.912398",1293
Klaprozenweg,plus,"52.3985920 4.9069100,52.3993020 4.9051290",1294
Nieuwe Utrechtseweg,plus,"52.340275 4.907559,52.339935 4.908057,52.339318 4.908753,52.338808 4.909316,52.338244 4.909968,52.337967 4.910279,52.337779 4.910516,52.337591 4.910709,52.337412 4.910887,52.337332 4.910961",1295
Burgemeester Stramanweg,plus,"52.316802 4.949164,52.317228 4.950396",1296
Daalwijkdreef,plus,"52.325048 4.960525,52.325463 4.961709",1297
Daalwijkdreef,plus,"52.321594 4.950467,52.322093 4.951944,52.322275 4.952455",1298
Middenweg,hoofd,"52.354135 4.92994,52.353746 4.930549",1299
Nieuwe Utrechtseweg,plus,"52.340025 4.908085,52.340178 4.907953,52.340249 4.907952,52.340329 4.90807,52.340404 4.908272",1300
Nieuwe Utrechtseweg,plus,"52.333006 4.912649,52.331392 4.912899",1301
Burgemeester Stramanweg,plus,"52.315882 4.946781,52.316632 4.948961",1302
Nieuwe Utrechtseweg,plus,"52.333414 4.912366,52.332996 4.912429",1303
Nieuwe Utrechtseweg,plus,"52.340299 4.907678,52.340132 4.907908,52.340025 4.908085",1304
Middenweg,hoofd,"52.353746 4.930549,52.353409 4.931073",1305
Daalwijkdreef,plus,"52.324356 4.958698,52.324474 4.95902,52.324492 4.959078,52.324655 4.959385",1306
Burgemeester Stramanweg,plus,"52.310858 4.932683,52.311155 4.933238,52.311584 4.934083,52.31178 4.934558,52.31204 4.935265",1307
Klaprozenweg,plus,"52.3993020 4.9051290,52.3997130 4.9040660",1308
Klaprozenweg,plus,"52.4007980 4.9015870,52.4021990 4.8986420,52.4025290 4.8980510,52.4028230 4.8974300",1309
Middenweg,hoofd,"52.350906 4.935248,52.350643 4.93565,52.350399 4.936043",1310
Overzichtweg,hoofd,"52.343642 4.919534,52.343676 4.919551,52.343707 4.919549,52.343752 4.919534,52.343847 4.919464,52.344169 4.919326,52.344743 4.919144,52.344878 4.919113,52.344995 4.919141,52.345103 4.919184,52.345211 4.919241,52.345337 4.919343,52.345499 4.919488,52.345554 4.919575,52.345617 4.919663",1311
Middenweg,hoofd,"52.343427 4.947233,52.342296 4.948972",1312
Burgemeester Stramanweg,plus,"52.31204 4.935265,52.313226 4.938759,52.313549 4.939697",1313
Burgemeester Stramanweg,plus,"52.314936 4.943722,52.315327 4.944912,52.315484 4.945513",1314
Burgemeester Stramanweg,plus,"52.316632 4.948961,52.316726 4.949235",1315
Middenweg,hoofd,"52.348597 4.938685,52.348181 4.9394",1316
Nieuwe Utrechtseweg,plus,"52.337332 4.910961,52.336938 4.911303,52.33666 4.911496",1317
Burgemeester Stramanweg,plus,"52.315514 4.945623,52.315637 4.946067,52.315882 4.946781",1318
Daalwijkdreef,plus,"52.320504 4.947544,52.320595 4.947632,52.321158 4.949239,52.321267 4.949532",1319
Klaprozenweg,plus,"52.4005620 4.9021360,52.4007980 4.9015870",1320
Middenweg,hoofd,"52.341171 4.951009,52.341153 4.951053,52.340716 4.951893,52.340314 4.952631,52.34026 4.952749",1321
Middenweg,hoofd,"52.342296 4.948972,52.341769 4.949902",1322
Burgemeester Stramanweg,plus,"52.313549 4.939697,52.314606 4.942727,52.314936 4.943722",1323
Daalwijkdreef,plus,"52.326789 4.965555,52.327325 4.967119,52.327407 4.967412,52.327417 4.967646,52.327399 4.967764",1324
Burgemeester Stramanweg,plus,"52.313055 4.937882,52.313151 4.938186,52.313513 4.939247",1325
Middenweg,hoofd,"52.353078 4.931605,52.352783 4.932063",1326
Middenweg,hoofd,"52.352783 4.932063,52.351478 4.934156",1327
Middenweg,hoofd,"52.341062 4.950834,52.340562 4.951689,52.340509 4.951793,52.340303 4.952132,52.340241 4.952265,52.340169 4.952383,52.340098 4.95253",1328
Klaprozenweg,plus,"52.3997130 4.9040660,52.4001970 4.9029400",1329
Middenweg,hoofd,"52.350818 4.935092,52.350755 4.935325,52.349049 4.937957",1330
Burgemeester Stramanweg,plus,"52.315564 4.945367,52.315899 4.946578,52.316802 4.949164",1331
Middenweg,hoofd,"52.349049 4.937957,52.348674 4.938548,52.348597 4.938685",1332
Middenweg,hoofd,"52.34334 4.947099,52.342375 4.948634,52.342232 4.948856",1333
Middenweg,hoofd,"52.341687 4.949771,52.341482 4.950125",1334
Middenweg,hoofd,"52.348181 4.9394,52.347737 4.940128",1335
Middenweg,hoofd,"52.341215 4.950905,52.341171 4.951009",1336
Nieuwe Utrechtseweg,plus,"52.33666 4.911496,52.336202 4.911765,52.336023 4.911855,52.335745 4.911946,52.335431 4.912038,52.333823 4.912304,52.333414 4.912366",1337
Middenweg,hoofd,"52.341769 4.949902,52.341295 4.950714,52.341215 4.950905",1338
Middenweg,hoofd,"52.3443 4.945578,52.344166 4.945781,52.34334 4.947099",1339
Middenweg,hoofd,"52.344368 4.945693,52.343427 4.947233",1340
Middenweg,hoofd,"52.344368 4.945693,52.347796 4.940226",1341
Klaprozenweg,plus,"52.3945870 4.9120510,52.3947300 4.9119470,52.3950350 4.9117960,52.3960840 4.9112120,52.3969810 4.9106880,52.3971690 4.9105390,52.3972670 4.9103910,52.3974540 4.9099780,52.3975880 4.9095500,52.3976850 4.9092850",1342
Middenweg,hoofd,"52.34824 4.939493,52.348704 4.938698",1343
Daalwijkdreef,plus,"52.321267 4.949532,52.321594 4.950467",1344
Middenweg,hoofd,"52.354463 4.929419,52.354135 4.92994",1345
Middenweg,hoofd,"52.341107 4.95076,52.341062 4.950834",1346
Middenweg,hoofd,"52.349342 4.937687,52.349117 4.938077",1347
Klaprozenweg,plus,"52.4028230 4.8974300,52.4028760 4.8973270",1348
Middenweg,hoofd,"52.351478 4.934156,52.351344 4.934203,52.351166 4.934516,52.350889 4.934945,52.350818 4.935092",1349
Wibautstraat,plus,"52.350696 4.9155,52.350518 4.91581,52.350152 4.916401,52.349964 4.916682,52.349789 4.916926",1350
Transformatorweg,plus,"52.391714 4.847767,52.391764 4.850704,52.391793 4.853026",1351
Van Diemenstraat,plus,"52.3898130 4.8897730,52.3899090 4.8890670",1352
President Allendelaan,plus,"52.366187 4.80419,52.366279 4.804641,52.36682 4.806953,52.366921 4.807616",1353
Transformatorweg,plus,"52.392368 4.861171,52.392573 4.863575,52.392626 4.864143,52.393041 4.866125,52.39308 4.86638,52.393116 4.866705,52.393138 4.867028,52.393143 4.867287,52.393125 4.867798",1354
Van Diemenstraat,plus,"52.3903050 4.8861000,52.3903630 4.8858300",1355
Wibautstraat,plus,"52.354076 4.912126,52.35358 4.912448",1356
Transformatorweg,plus,"52.393103 4.865948,52.393104 4.866027,52.393188 4.866613,52.393221 4.867041,52.393221 4.867229",1357
Wibautstraat,plus,"52.35358 4.912448,52.352605 4.913027",1358
Wibautstraat,plus,"52.35865 4.909626,52.358088 4.909974",1359
President Allendelaan,plus,"52.37257 4.817644,52.37219 4.817417,52.371652 4.817077,52.371016 4.81656,52.370746 4.816303,52.370416 4.815927,52.369882 4.815264,52.369584 4.814863,52.369188 4.814234,52.36892 4.813745,52.368318 4.812512,52.36796 4.81157,52.367684 4.810743,52.366921 4.807616",1360
Transformatorweg,plus,"52.39261 4.86111,52.392651 4.861535,52.392659 4.861814,52.392656 4.862329,52.392645 4.863194,52.392656 4.863446,52.392694 4.863891,52.392733 4.86419,52.393103 4.865948",1361
Wibautstraat,plus,"52.351568 4.913747,52.351489 4.913875,52.351207 4.914392,52.350624 4.915398",1362
Wibautstraat,plus,"52.35544 4.911328,52.354843 4.911683",1363
Wibautstraat,plus,"52.350624 4.915398,52.35032 4.9159,52.349927 4.916521,52.349744 4.916781",1364
Transformatorweg,plus,"52.391608 4.844952,52.39164 4.845329,52.39171 4.8469,52.391712 4.847208",1365
Wibautstraat,plus,"52.349463 4.917186,52.349293 4.917423,52.348971 4.917822",1366
Van Diemenstraat,plus,"52.3903630 4.8858300,52.3903890 4.8857130,52.3905670 4.8852700",1367
Wibautstraat,plus,"52.353623 4.912652,52.351795 4.913755",1368
Amstelplein,hoofd,"52.344047 4.918124,52.344023 4.918074,52.343996 4.918042,52.343958 4.918016,52.343926 4.918008,52.343888 4.918017,52.343844 4.918057,52.34381 4.918117,52.343788 4.918195",1369
Wibautstraat,plus,"52.356352 4.910742,52.356157 4.910887,52.355852 4.911082,52.35544 4.911328",1370
Transformatorweg,plus,"52.392081 4.852999,52.392091 4.853638,52.392134 4.855166",1371
Wibautstraat,plus,"52.352605 4.913027,52.351908 4.91345",1372
Wibautstraat,plus,"52.354843 4.911683,52.354491 4.911896,52.354076 4.912126",1373
Van Diemenstraat,plus,"52.3899090 4.8890670,52.3901090 4.8875230,52.3903050 4.8861000",1374
Wibautstraat,plus,"52.349744 4.916781,52.349463 4.917186",1375
Wibautstraat,plus,"52.360042 4.90853,52.358592 4.909428",1376
Wibautstraat,plus,"52.348948 4.918038,52.348596 4.918501",1377
Transformatorweg,plus,"52.393125 4.867798,52.393065 4.868575",1378
Wibautstraat,plus,"52.351795 4.913755,52.351696 4.913819,52.351607 4.913903,52.351574 4.913946,52.351355 4.914363,52.350696 4.9155",1379
WESTERDOKSLUIS 0314,plus,"52.3828370 4.8934020,52.3829940 4.8932870,52.3834380 4.8930860",1380
Wibautstraat,plus,"52.357498 4.910205,52.357427 4.910395,52.357092 4.910585,52.356958 4.910652",1381
Transformatorweg,plus,"52.39198 4.84505,52.391966 4.845691,52.391962 4.846823,52.391992 4.847176",1382
Wibautstraat,plus,"52.356958 4.910652,52.356403 4.910977",1383
Van Diemenstraat,plus,"52.390685 4.884931,52.390634 4.885091,52.390567 4.88527",1384
Transformatorweg,plus,"52.392042 4.850658,52.392081 4.852999",1385
Transformatorweg,plus,"52.392084 4.857656,52.392349 4.86101,52.392368 4.861171",1386
Transformatorweg,plus,"52.391712 4.847208,52.391714 4.847767",1387
Wibautstraat,plus,"52.360079 4.908691,52.35865 4.909626",1388
Transformatorweg,plus,"52.392134 4.855166,52.392145 4.855474",1389
Wibautstraat,plus,"52.356403 4.910977,52.355641 4.91144",1390
Transformatorweg,plus,"52.392145 4.855474,52.392277 4.856927,52.39261 4.860963,52.39261 4.86111",1391
Transformatorweg,plus,"52.391992 4.847176,52.391992 4.847514,52.392042 4.850658",1392
Transformatorweg,plus,"52.391898 4.855465,52.392084 4.857656",1393
Wibautstraat,plus,"52.358592 4.909428,52.357572 4.910048,52.357498 4.910205",1394
Wibautstraat,plus,"52.357498 4.910205,52.357376 4.910159,52.356882 4.910448",1395
Wibautstraat,plus,"52.356882 4.910448,52.356352 4.910742",1396
Transformatorweg,plus,"52.391864 4.855169,52.391898 4.855465",1397
Wibautstraat,plus,"52.355641 4.91144,52.354916 4.911884,52.353623 4.912652",1398
Transformatorweg,plus,"52.391793 4.853026,52.391804 4.853642,52.391838 4.854933,52.391864 4.855169",1399
Wibautstraat,plus,"52.348971 4.917822,52.348559 4.918311",1400
President Allendelaan,plus,"52.366921 4.807616,52.36699 4.808088,52.367112 4.808711,52.367286 4.809498,52.367484 4.810375,52.367663 4.811009,52.368093 4.812198,52.368412 4.812962,52.368665 4.813473,52.369179 4.814384,52.36957 4.814991,52.369887 4.815426,52.37031 4.815951,52.370723 4.816406,52.371152 4.8168,52.372109 4.81751,52.372277 4.817639,52.37254 4.81792",1401
Wibautstraat,plus,"52.349789 4.916926,52.349607 4.917184,52.348948 4.918038",1402
Wibautstraat,plus,"52.351908 4.91345,52.351734 4.913566,52.351633 4.91367,52.351568 4.913747",1403
Van Diemenstraat,plus,"52.390314 4.884935,52.390567 4.88527",1404
Wibautstraat,plus,"52.358088 4.909974,52.357616 4.910259,52.357498 4.910205",1405
Jan van Galenstraat,plus,"52.373153 4.834754,52.373008 4.835735",1406
Jan van Galenstraat,plus,"52.374405 4.855907,52.374509 4.856904,52.374575 4.857608",1407
Prins Bernhardplein,hoofd,"52.348375 4.919384,52.348303 4.919429,52.348231 4.919459",1408
Van Leijenberghlaan,hoofd,"52.336697 4.877148,52.336149 4.877565,52.335459 4.878217,52.335058 4.878575",1409
Jan van Galenstraat,plus,"52.374138 4.854471,52.374175 4.854603,52.374266 4.854895,52.374312 4.855144,52.37433 4.855217",1410
Jan van Galenstraat,plus,"52.373538 4.85301,52.373503 4.853216",1411
Jan van Galenstraat,plus,"52.372737 4.84874,52.372769 4.849",1412
Jan van Galenstraat,plus,"52.372546 4.838508,52.372346 4.839793,52.372084 4.841427,52.372057 4.841559",1413
Jan van Galenstraat,plus,"52.372008 4.842661,52.372063 4.843094,52.372112 4.843644,52.372132 4.844099,52.372134 4.844495,52.372145 4.845068,52.372165 4.845449,52.37224 4.846241,52.372287 4.846593,52.372338 4.846796",1414
Jan van Galenstraat,plus,"52.372926 4.849923,52.37341 4.85238",1415
Van Leijenberghlaan,hoofd,"52.339014 4.876642,52.338384 4.876536,52.338022 4.876552,52.337607 4.876639,52.337421 4.876688,52.337279 4.876745,52.33701 4.876895,52.336697 4.877148",1416
Jan van Galenstraat,plus,"52.374659 4.858444,52.374675 4.858654",1417
Jan van Galenstraat,plus,"52.375173 4.862741,52.375342 4.863936",1418
Jan van Galenstraat,plus,"52.372508 4.847487,52.372584 4.847874",1419
Prins Bernhardplein,hoofd,"52.347861 4.919008,52.347961 4.919183,52.348096 4.919387,52.348231 4.919459",1420
Anderlechtlaan,plus,"52.337545 4.81388,52.337413 4.813979,52.337326 4.81408,52.337197 4.814315,52.336779 4.814631,52.336524 4.81487,52.336399 4.815082,52.33636 4.815294",1421
Prins Bernhardplein,hoofd,"52.347787 4.918319,52.347778 4.918392,52.347779 4.918598,52.347797 4.9187",1422
Jan van Galenstraat,plus,"52.375741 4.867469,52.375754 4.867731,52.375745 4.868006,52.375714 4.868349,52.375667 4.868713,52.375599 4.869059,52.375533 4.869315,52.375517 4.869462",1423
Jan van Galenstraat,plus,"52.372584 4.847874,52.372737 4.84874",1424
Jan van Galenstraat,plus,"52.372444 4.841569,52.372461 4.841876,52.37243 4.842494,52.372386 4.8427",1425
Anderlechtlaan,plus,"52.335927 4.814812,52.335901 4.814887",1426
Jan van Galenstraat,plus,"52.372476 4.846737,52.372495 4.846869,52.372508 4.847487",1427
Jan van Galenstraat,plus,"52.374902 4.860409,52.375023 4.861421,52.375042 4.8617",1428
Jan van Galenstraat,plus,"52.37433 4.855217,52.374405 4.855907",1429
Jan van Galenstraat,plus,"52.373503 4.853216,52.373603 4.853493,52.373976 4.854414,52.374048 4.854487,52.374138 4.854471",1430
Jan van Galenstraat,plus,"52.373008 4.835735,52.372722 4.837467",1431
Jan van Galenstraat,plus,"52.372722 4.837467,52.372546 4.838508",1432
Van Leijenberghlaan,hoofd,"52.339025 4.876841,52.338336 4.876799,52.338034 4.876795,52.337899 4.876811,52.337774 4.876842,52.337379 4.876993,52.337254 4.877083,52.337074 4.877188,52.336922 4.877307,52.336694 4.877461",1433
Jan van Galenstraat,plus,"52.375479 4.864925,52.375471 4.865084,52.375613 4.866087,52.375628 4.86623,52.375707 4.86684,52.375725 4.867109,52.375741 4.867469",1434
Jan van Galenstraat,plus,"52.373034 4.836629,52.372709 4.838603",1435
Jan van Galenstraat,plus,"52.374575 4.857608,52.374659 4.858444",1436
Jan van Galenstraat,plus,"52.375342 4.863936,52.375377 4.864236,52.375479 4.864925",1437
Jan van Galenstraat,plus,"52.375479 4.864925,52.375521 4.86503,52.375609 4.865655,52.375795 4.867024,52.375821 4.867485",1438
Jan van Galenstraat,plus,"52.375517 4.869462,52.375508 4.869521,52.375344 4.870055",1439
Anderlechtlaan,plus,"52.3359270 4.8148120,52.3359660 4.8146960",1440
Prins Bernhardplein,plus,"52.348596 4.918501,52.348579 4.918604,52.348375 4.919384",1441
Anderlechtlaan,plus,"52.337488 4.813582,52.337107 4.813641,52.336551 4.814032,52.335966 4.814696",1442
Jan van Galenstraat,plus,"52.375042 4.8617,52.37507 4.862008,52.375157 4.862628",1443
Jan van Galenstraat,plus,"52.375821 4.867485,52.375837 4.86792,52.375777 4.868474,52.375664 4.869069,52.375582 4.869352,52.375517 4.869462",1444
Jan van Galenstraat,plus,"52.374772 4.859603,52.374902 4.860409",1445
Prins Bernhardplein,hoofd,"52.348252 4.917742,52.348189 4.917728,52.348117 4.917728,52.347964 4.917759,52.347937 4.91776,52.347848 4.917834",1446
Prins Bernhardplein,hoofd,"52.347848 4.917834,52.347839 4.917863,52.347786 4.918172,52.347787 4.918319",1447
Jan van Galenstraat,plus,"52.372709 4.838603,52.372587 4.839344,52.372415 4.840309,52.372381 4.840703",1448
Jan van Galenstraat,plus,"52.372769 4.849,52.372926 4.849923",1449
Van Leijenberghlaan,hoofd,"52.336694 4.877461,52.336635 4.877501,52.336546 4.877575,52.336277 4.877725,52.335077 4.878766",1450
Prins Bernhardplein,hoofd,"52.347797 4.9187,52.347806 4.918788,52.347861 4.919008",1451
Prins Bernhardplein,plus,"52.348559 4.918311,52.348318 4.918563,52.348273 4.918637,52.348238 4.918755,52.34822 4.918887,52.348213 4.919268,52.348231 4.919459",1452
Prins Bernhardplein,plus,"52.348559 4.918311,52.348578 4.918384,52.348596 4.918501",1453
Jan van Galenstraat,plus,"52.372381 4.840703,52.372444 4.841569",1454
Jan van Galenstraat,plus,"52.372057 4.841559,52.372022 4.841824,52.371996 4.84246,52.372008 4.842661",1455
Jan van Galenstraat,plus,"52.375157 4.862628,52.375173 4.862741",1456
Jan van Galenstraat,plus,"52.37341 4.85238,52.373493 4.852819,52.373538 4.85301",1457
Jan van Galenstraat,plus,"52.372338 4.846796,52.372415 4.847164,52.372508 4.847487",1458
Anderlechtlaan,plus,"52.338696 4.812844,52.337488 4.813582",1459
Prins Bernhardplein,hoofd,"52.348252 4.917742,52.348306 4.917859,52.348559 4.918311",1460
Jan van Galenstraat,plus,"52.37332 4.834803,52.373034 4.836629",1461
Jan van Galenstraat,plus,"52.372386 4.8427,52.372312 4.843026,52.372274 4.843435,52.37226 4.844599,52.372281 4.845211,52.372323 4.845823,52.372476 4.846737",1462
Anderlechtlaan,plus,"52.33877 4.813113,52.337545 4.81388",1463
Jan van Galenstraat,plus,"52.374675 4.858654,52.374772 4.859603",1464
Jan van Galenstraat,plus,"52.373538 4.85301,52.373665 4.853287,52.373884 4.853828,52.374138 4.854471",1465
Basisweg,plus,"52.391716 4.818944,52.391725 4.828944,52.391737 4.831638,52.391735 4.833007,52.391744 4.833352,52.391765 4.833701,52.391847 4.834523",1466
Basisweg,plus,"52.395002 4.808453,52.39457 4.80899,52.394178 4.809517,52.393785 4.810058,52.393552 4.810443,52.393249 4.810962,52.392899 4.811591,52.392557 4.812341",1467
Basisweg,plus,"52.392781 4.81259,52.392613 4.812975,52.392365 4.813628,52.392102 4.814582,52.391921 4.815107,52.391824 4.815608,52.391738 4.816123,52.391722 4.816711,52.391729 4.81818,52.391721 4.818474",1468
Meer en Vaart,plus,"52.356684 4.809012,52.356372 4.809163",1469
President Kennedylaan,plus,"52.340651 4.897436,52.340673 4.896727,52.3407 4.895962,52.340732 4.895356,52.340773 4.89482,52.340793 4.894368,52.340836 4.893716",1470
Cornelis Lelylaan,plus,"52.357311 4.826973,52.357283 4.827016,52.357265 4.827065,52.357248 4.827156,52.357246 4.827282,52.357259 4.827398,52.357292 4.827515",1471
Cornelis Lelylaan,plus,"52.356123 4.809536,52.35626 4.810221,52.356488 4.811306,52.356537 4.811527,52.356582 4.811691,52.356796 4.812544,52.357146 4.814225,52.35739 4.815654,52.357462 4.816125,52.357516 4.816589,52.357558 4.817097,52.357617 4.818332",1472
President Kennedylaan,plus,"52.340728 4.892516,52.340719 4.892801",1473
President Kennedylaan,plus,"52.340197 4.906073,52.340191 4.906763,52.340229 4.90732,52.340275 4.907559",1474
Meer en Vaart,plus,"52.360649 4.806848,52.360514 4.806923",1475
Amsteldijk,plus,"52.354595 4.906152,52.354192 4.906524",1476
Meer en Vaart,plus,"52.362793 4.806027,52.362748 4.806043,52.360785 4.807067,52.360695 4.807097",1477
Muntbergweg,plus,"52.301984 4.944913,52.301684 4.945179,52.300672 4.946113",1478
Muntbergweg,plus,"52.298568 4.948186,52.297699 4.949001,52.296893 4.949742,52.296096 4.950454,52.295495 4.951002,52.295223 4.951306",1479
Cornelis Lelylaan,plus,"52.357617 4.818332,52.357675 4.823271,52.357696 4.824768,52.357697 4.825825,52.357722 4.828079,52.357758 4.830857,52.357764 4.831575,52.357771 4.831704,52.357795 4.831843,52.357805 4.832284,52.357805 4.832734,52.357785 4.832905,52.357757 4.832986",1480
President Kennedylaan,plus,"52.340561 4.909082,52.340626 4.909389,52.340804 4.909946,52.341059 4.910617,52.341396 4.911343,52.341595 4.911693,52.341776 4.911985,52.342002 4.91229,52.342218 4.912508,52.342435 4.912697,52.342669 4.912855,52.342903 4.912956,52.343101 4.913027,52.343245 4.913055",1481
Amsteldijk,plus,"52.356686 4.904735,52.356074 4.905006",1482
Basisweg,plus,"52.392005 4.844575,52.39198 4.84505",1483
President Kennedylaan,plus,"52.340836 4.893716,52.340843 4.893065,52.340859 4.892536",1484
Amsteldijk,plus,"52.358684 4.903803,52.358621 4.903819,52.358178 4.90401,52.357957 4.904125",1485
Basisweg,plus,"52.391611 4.84385,52.391608 4.844952",1486
Cornelis Lelylaan,plus,"52.358037 4.839774,52.358057 4.840924,52.358073 4.841188,52.358117 4.841459,52.3582 4.841891",1487
Amsteldijk,plus,"52.343775 4.912961,52.343712 4.912991,52.343559 4.913051,52.343353 4.913068,52.343245 4.913055",1488
Basisweg,plus,"52.39132 4.818961,52.391348 4.819316,52.391384 4.819525,52.39152 4.820224,52.391561 4.820457,52.391583 4.820638,52.391603 4.820877,52.391608 4.821017,52.391612 4.821351,52.391619 4.829014,52.391616 4.834206,52.391611 4.835028,52.391596 4.835693",1489
Meer en Vaart,plus,"52.360514 4.806923,52.358471 4.808022",1490
Amsteldijk,plus,"52.352429 4.908275,52.351443 4.908887,52.351308 4.908962,52.351238 4.909077",1491
Basisweg,plus,"52.391637 4.840966,52.391639 4.843363",1492
Cornelis Lelylaan,plus,"52.357843 4.83829,52.357853 4.839727",1493
Kamperfoelieweg,hoofd,"52.402098 4.911239,52.402142 4.911265,52.402864 4.911904,52.403053 4.912093,52.403116 4.912121",1494
Amsteldijk,plus,"52.345031 4.912397,52.344797 4.912466",1495
Cornelis Lelylaan,plus,"52.357853 4.839727,52.357869 4.840854,52.357869 4.841121,52.357845 4.841342,52.357759 4.841896",1496
Amsteldijk,plus,"52.350037 4.909702,52.349872 4.909777,52.34965 4.909863",1497
Muntbergweg,plus,"52.298522 4.94807,52.296409 4.950025,52.295602 4.950752,52.295162 4.951112",1498
Amsteldijk,plus,"52.347203 4.911692,52.346611 4.911948",1499
Meer en Vaart,plus,"52.36272 4.805735,52.360649 4.806848",1500
Basisweg,plus,"52.391596 4.835693,52.391589 4.836045,52.39159 4.836324",1501
Meer en Vaart,plus,"52.358517 4.808227,52.358413 4.808292,52.35835 4.80832",1502
Muntbergweg,plus,"52.302026 4.945057,52.302133 4.944986",1503
President Kennedylaan,plus,"52.340538 4.897418,52.340395 4.901757",1504
Basisweg,plus,"52.391982 4.843371,52.392005 4.844575",1505
President Kennedylaan,plus,"52.340197 4.906073,52.340281 4.906791,52.340373 4.907386",1506
Cornelis Lelylaan,plus,"52.357805 4.818601,52.357857 4.823264,52.357875 4.825272,52.3579 4.826487,52.357925 4.828687,52.357929 4.830189,52.357949 4.832069,52.357965 4.832402,52.357978 4.832593,52.358033 4.83309",1507
Muntbergweg,plus,"52.300628 4.946319,52.299616 4.947223,52.299428 4.947401,52.298666 4.948097",1508
Basisweg,plus,"52.395198 4.80874,52.39474 4.809297,52.394251 4.809944,52.393784 4.81068,52.393422 4.811283,52.393102 4.81189,52.392781 4.81259",1509
Muntbergweg,plus,"52.298666 4.948097,52.298568 4.948186",1510
Amsteldijk,plus,"52.348548 4.910364,52.348412 4.910519,52.348 4.911052,52.347875 4.9112",1511
Amsteldijk,plus,"52.355402 4.905483,52.354998 4.90581",1512
President Kennedylaan,plus,"52.340299 4.907678,52.340339 4.907891,52.340404 4.908272",1513
President Kennedylaan,plus,"52.340395 4.901757,52.340396 4.901977,52.340197 4.906073",1514
Amsteldijk,plus,"52.346442 4.912083,52.345615 4.912354,52.345435 4.912386,52.34513 4.912448,52.345031 4.912397",1515
Cornelis Lelylaan,plus,"52.358304 4.826927,52.35835 4.827004,52.35837 4.827117,52.358377 4.827228,52.358368 4.82735,52.358346 4.827443,52.358319 4.827497",1516
Basisweg,plus,"52.395241 4.808181,52.395168 4.808263",1517
Cornelis Lelylaan,plus,"52.358319 4.827497,52.358237 4.827575,52.358126 4.827622",1518
Amsteldijk,plus,"52.356074 4.905006,52.355921 4.905096",1519
Basisweg,plus,"52.391639 4.843363,52.391611 4.84385",1520
Meer en Vaart,plus,"52.356411 4.80938,52.356372 4.809163",1521
Basisweg,plus,"52.391721 4.818474,52.391716 4.818944",1522
Cornelis Lelylaan,plus,"52.3582 4.841891,52.358238 4.842184,52.358242 4.842492,52.35823 4.842821,52.358178 4.843051",1523
Basisweg,plus,"52.391326 4.818464,52.39132 4.818961",1524
Cornelis Lelylaan,plus,"52.357759 4.841896,52.357724 4.842148,52.357708 4.842503,52.357731 4.842854,52.357765 4.843085",1525
Amsteldijk,plus,"52.346423 4.91192,52.346117 4.912041,52.345471 4.912283,52.345031 4.912397",1526
Kamperfoelieweg,hoofd,"52.403169 4.911944,52.403244 4.912132",1527
Basisweg,plus,"52.391847 4.834523,52.391972 4.835694",1528
Basisweg,plus,"52.391863 4.840963,52.391904 4.84202,52.391982 4.843371",1529
Amsteldijk,plus,"52.347875 4.9112,52.347759 4.911334,52.347571 4.911482,52.347203 4.911692",1530
Basisweg,plus,"52.391972 4.835694,52.392012 4.836304",1531
Amsteldijk,plus,"52.357319 4.904432,52.356686 4.904735",1532
Muntbergweg,plus,"52.300583 4.946202,52.299714 4.946988,52.299266 4.947402,52.298854 4.947758,52.29863 4.94798",1533
Muntbergweg,plus,"52.300718 4.946245,52.300628 4.946319",1534
President Kennedylaan,plus,"52.340404 4.908272,52.340431 4.908448,52.340561 4.909082",1535
